,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Plate information ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
124,124,124.0,H,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
125,125,125.0,I,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
126,126,126.0,J,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
127,127,127.0,K,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
128,128,128.0,L,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
129,129,129.0,M,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
130,130,130.0,N,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
131,131,131.0,O,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
132,132,132.0,P,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
133,133,133.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,134.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
135,135,135.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
136,136,136.0,3,1,H2061408,14.01,17.92,17.82,48.3,48,18.11,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 15:49,,,,,,,,
137,137,137.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,138.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
139,139,139.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
140,140,140.0,3,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
141,141,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,142.0,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
143,143,143.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
144,144,144.0,A,-0.326591273146748,-0.3127673039130232,-0.3957111193153719,-0.37497516546478465,-0.26438341159498646,-0.33350325776361034,-0.3127673039130232,-0.3127673039130232,-0.36115119623105996,-0.3127673039130232,-0.36806318084792233,-0.25055944236126165,-0.34732722699733515,-0.3196792885298856,-0.27820738082871127,-0.2574714269781241,-0.3404152423804727,-0.36806318084792233,-0.36115119623105996,-0.36806318084792233,-0.38879913469850946,-0.326591273146748,2.7907137890581906,3.42661637380953
145,145,145.0,B,-0.38879913469850946,-0.292031350062436,-0.36806318084792233,-0.292031350062436,-0.416447073165959,-0.34732722699733515,-0.2851193654455736,-0.34732722699733515,-0.25055944236126165,-0.292031350062436,-0.3196792885298856,-0.451006996250271,-0.3542392116141975,-0.3196792885298856,-0.34732722699733515,-0.36806318084792233,-0.2989433346792984,-0.36115119623105996,-0.27820738082871127,-0.37497516546478465,-0.3404152423804727,-0.3542392116141975,2.5487943274680065,2.942777450629163
146,146,146.0,C,-0.3196792885298856,-0.37497516546478465,-0.36115119623105996,-0.3058553192961608,-0.36115119623105996,-0.3404152423804727,-0.36806318084792233,-0.2574714269781241,-0.2989433346792984,-0.3542392116141975,-0.40953508854909665,-0.18143959619263778,-0.416447073165959,-0.27820738082871127,-0.3196792885298856,-0.2989433346792984,-0.33350325776361034,-0.3196792885298856,-0.3818871500816471,-0.326591273146748,-0.34732722699733515,-0.34732722699733515,2.8390976813762268,2.8736576044605386
147,147,147.0,D,-0.34732722699733515,-0.326591273146748,-0.326591273146748,-0.26438341159498646,-0.3818871500816471,-0.416447073165959,-0.3542392116141975,-0.27129539621184884,-0.2367354731275369,-0.3196792885298856,-0.3196792885298856,-0.292031350062436,-0.37497516546478465,-0.37497516546478465,-0.38879913469850946,-0.33350325776361034,-0.3542392116141975,-0.33350325776361034,-0.4371830270165462,-0.3127673039130232,-0.34732722699733515,-0.33350325776361034,2.4451145582150704,3.150136989135034
148,148,148.0,E,-0.21599951927694971,-0.27820738082871127,-0.326591273146748,-0.3058553192961608,-0.20908753466008737,-0.2367354731275369,-0.292031350062436,-0.18835158080950015,-0.2851193654455736,-0.27129539621184884,-0.27820738082871127,-0.2436474577443993,-0.21599951927694971,-0.292031350062436,-0.27129539621184884,-0.26438341159498646,-0.2989433346792984,-0.27820738082871127,-0.2851193654455736,-0.22982348851067452,-0.27820738082871127,-0.26438341159498646,3.087929127583273,3.2538167583879702
149,149,149.0,F,-0.2436474577443993,-0.292031350062436,-0.19526356542636256,-0.21599951927694971,-0.2574714269781241,-0.26438341159498646,-0.27820738082871127,-0.27129539621184884,-0.3196792885298856,-0.27129539621184884,-0.3058553192961608,-0.27820738082871127,-0.13996768849146346,-0.20908753466008737,-0.27820738082871127,-0.26438341159498646,-0.21599951927694971,-0.3196792885298856,-0.22291150389381212,-0.2851193654455736,-0.292031350062436,-0.292031350062436,3.385144466108356,3.551032096913053
150,150,150.0,G,-0.292031350062436,-0.36115119623105996,-0.3542392116141975,-0.326591273146748,-0.2989433346792984,-0.27129539621184884,-0.2436474577443993,-0.3196792885298856,-0.326591273146748,-0.2989433346792984,-0.2436474577443993,-0.2989433346792984,-0.3957111193153719,-0.2436474577443993,-0.27820738082871127,-0.36806318084792233,-0.2989433346792984,-0.27820738082871127,-0.38879913469850946,-0.326591273146748,-0.3542392116141975,-0.326591273146748,3.350584543024044,3.336760573790319
151,151,151.0,H,-0.2436474577443993,-0.2436474577443993,-0.326591273146748,-0.19526356542636256,-0.3196792885298856,-0.3058553192961608,-0.326591273146748,-0.34732722699733515,-0.2574714269781241,-0.3127673039130232,-0.34732722699733515,-0.326591273146748,-0.2851193654455736,-0.21599951927694971,-0.2851193654455736,-0.27820738082871127,-0.3127673039130232,-0.27129539621184884,-0.27820738082871127,-0.292031350062436,-0.326591273146748,-0.3196792885298856,3.025721266031512,3.2054328660699336
152,152,152.0,I,-0.27820738082871127,-0.3404152423804727,-0.326591273146748,-0.43027104239968383,-0.3404152423804727,-0.2851193654455736,-0.2574714269781241,-0.36115119623105996,-0.3058553192961608,-0.292031350062436,-0.36806318084792233,0.11577574233244504,-0.292031350062436,-0.326591273146748,-0.3404152423804727,-0.37497516546478465,-0.36806318084792233,-0.33350325776361034,-0.26438341159498646,-0.2851193654455736,-0.36806318084792233,-0.3058553192961608,3.3436725584071816,3.295288666089145
153,153,153.0,J,-0.3196792885298856,-0.22982348851067452,-0.37497516546478465,-0.3127673039130232,-0.36115119623105996,-0.3196792885298856,-0.2851193654455736,-0.26438341159498646,-0.2989433346792984,-0.3196792885298856,-0.27129539621184884,-0.2989433346792984,-0.22291150389381212,-0.2989433346792984,-0.3127673039130232,-0.2989433346792984,-0.2989433346792984,-0.2989433346792984,-0.36115119623105996,-0.3196792885298856,-0.34732722699733515,-0.2989433346792984,3.233080804537383,3.1432250045181718
154,154,154.0,K,-0.326591273146748,-0.27820738082871127,-0.326591273146748,-0.3404152423804727,-0.2989433346792984,-0.3196792885298856,-0.3196792885298856,-0.2851193654455736,-0.3196792885298856,-0.043199903855389965,-0.3058553192961608,-0.2367354731275369,-0.2436474577443993,-0.292031350062436,-0.2574714269781241,-0.2851193654455736,-0.2436474577443993,-0.2574714269781241,-0.3196792885298856,-0.36115119623105996,-0.3127673039130232,-0.22291150389381212,3.5302961430624658,3.1639609583687593
155,155,155.0,L,-0.22982348851067452,-0.2367354731275369,-0.27129539621184884,-0.27129539621184884,-0.2851193654455736,-0.2436474577443993,-0.26438341159498646,-0.27820738082871127,-0.2436474577443993,-0.326591273146748,-0.292031350062436,-0.2989433346792984,-0.07775982693970192,-0.2436474577443993,-0.3404152423804727,-0.292031350062436,-0.20908753466008737,-0.3127673039130232,-0.292031350062436,-0.33350325776361034,-0.3404152423804727,-0.2851193654455736,3.5717680507636405,3.5579440815299153
156,156,156.0,M,-0.36115119623105996,-0.3058553192961608,-0.2851193654455736,-0.3404152423804727,-0.33350325776361034,-0.3127673039130232,-0.2989433346792984,-0.25055944236126165,-0.3058553192961608,-0.20908753466008737,-0.34732722699733515,-0.2989433346792984,-0.26438341159498646,-0.20217555004322496,-0.27820738082871127,-0.326591273146748,-0.2574714269781241,-0.33350325776361034,-0.26438341159498646,-0.3058553192961608,-0.36806318084792233,-0.292031350062436,3.813687512353824,3.2745527122385574
157,157,157.0,N,-0.3196792885298856,-0.2851193654455736,-0.3542392116141975,-0.27820738082871127,-0.25055944236126165,-0.3196792885298856,-0.3404152423804727,-0.3127673039130232,-0.25055944236126165,-0.26438341159498646,-0.22291150389381212,-0.2574714269781241,-0.2436474577443993,-0.3196792885298856,-0.3058553192961608,-0.292031350062436,-0.292031350062436,-0.36115119623105996,-0.326591273146748,-0.3542392116141975,-0.292031350062436,-0.2989433346792984,3.3022006507060073,3.6408878969322642
158,158,158.0,O,-0.3404152423804727,-0.2574714269781241,-0.26438341159498646,-0.2989433346792984,-0.27129539621184884,-0.27129539621184884,-0.26438341159498646,-0.22982348851067452,-0.22982348851067452,-0.2436474577443993,-0.292031350062436,-0.2574714269781241,-0.2574714269781241,-0.2367354731275369,-0.292031350062436,-0.3058553192961608,-0.27820738082871127,-0.2574714269781241,-0.36115119623105996,-0.2851193654455736,-0.2851193654455736,-0.25055944236126165,3.882807358522448,3.6685358353997137
159,159,159.0,P,-0.3404152423804727,-0.2989433346792984,-0.26438341159498646,-0.3127673039130232,-0.3058553192961608,-0.25055944236126165,-0.2989433346792984,-0.292031350062436,-0.2436474577443993,-0.2574714269781241,-0.2367354731275369,-0.2574714269781241,-0.25055944236126165,-0.25055944236126165,-0.27129539621184884,-0.2851193654455736,-0.27820738082871127,-0.3542392116141975,-0.3058553192961608,-0.2989433346792984,-0.2989433346792984,-0.2989433346792984,3.7514796508020627,3.903543312373035
160,160,160.0,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,161.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
162,162,162.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
163,163,163.0,4,1,H2061362,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 15:51,,,,,,,,,,,,,
164,164,164.0,,,,,,,,,,,,,,,,,,,,,,,,,
165,165,165.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
166,166,166.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
167,167,167.0,4,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
168,168,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
169,169,169.0,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
170,170,170.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
171,171,171.0,A,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
172,172,172.0,B,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
173,173,173.0,C,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
174,174,174.0,D,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
175,175,175.0,E,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
176,176,176.0,F,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
177,177,177.0,G,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
178,178,178.0,H,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
179,179,179.0,I,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
180,180,180.0,J,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
181,181,181.0,K,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
182,182,182.0,L,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
183,183,183.0,M,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
184,184,184.0,N,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
185,185,185.0,O,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
186,186,186.0,P,0.750121855,0.750121855,,,,,,,,,,,,,,,,,,,,,0.750121855,0.750121855
187,187,187.0,,,,,,,,,,,,,,,,,,,,,,,,,
188,188,188.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
189,189,189.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
190,190,190.0,4,1,H2061362,14.01,17.61,17.62,48,47.7,18.1,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 15:51,,,,,,,,
191,191,191.0,,,,,,,,,,,,,,,,,,,,,,,,,
192,192,192.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
193,193,193.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
194,194,194.0,4,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
195,195,195.0,,,,,,,,,,,,,,,,,,,,,,,,,
196,196,196.0,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
197,197,197.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
198,198,198.0,A,-0.40035341297209553,-0.37017483525993566,-0.303781964293184,-0.3882819818872316,-0.3460319730902078,-0.33396054200534386,-0.303781964293184,-0.3581034041750717,-0.3581034041750717,-0.39431769742966355,-0.297746248750752,-0.3822462663447996,-0.2554962399537282,-0.41242484405695945,-0.297746248750752,-0.37621055080236765,-0.3218891109204799,-0.3218891109204799,-0.40035341297209553,-0.35206768863263976,-0.3581034041750717,-0.36413911971750373,3.4625045341843648,3.3236830767084298
199,199,199.0,B,-0.303781964293184,-0.42449627514182336,-0.3218891109204799,-0.33999625754777585,-0.27963910212345616,0.32996816766217285,-0.27963910212345616,-0.3822462663447996,-0.303781964293184,-0.33396054200534386,-0.2615319554961602,-0.32792482646291193,-0.31585339537804796,-0.297746248750752,-0.3460319730902078,-0.35206768863263976,-0.3822462663447996,-0.3822462663447996,-0.35206768863263976,-0.36413911971750373,-0.35206768863263976,-0.3218891109204799,2.7804686778895524,3.23314734357195
200,200,200.0,C,-0.42449627514182336,-0.37621055080236765,-0.303781964293184,-0.4184605595993914,-0.32792482646291193,-0.2313533777840004,-0.3882819818872316,-0.2736033865810242,-0.3581034041750717,-0.303781964293184,-0.2615319554961602,-0.40035341297209553,-0.309817679835616,0.2032181412711015,-0.35206768863263976,-0.33999625754777585,-0.3822462663447996,-0.37017483525993566,-0.309817679835616,-0.3822462663447996,-0.496924861651007,-0.3882819818872316,2.9856830063322395,2.9253258509079196
201,201,201.0,D,-0.2917105332083201,-0.37017483525993566,-0.33999625754777585,-0.3218891109204799,-0.33396054200534386,-0.37621055080236765,-0.2917105332083201,-0.31585339537804796,-0.26756767103859225,-0.40638912851452746,-0.309817679835616,-0.33396054200534386,-0.31585339537804796,-0.31585339537804796,-0.2856748176658881,-0.33999625754777585,-0.33396054200534386,-0.33396054200534386,-0.303781964293184,-0.33999625754777585,-0.35206768863263976,-0.3822462663447996,2.677861513668209,3.100361601638447
202,202,202.0,E,-0.2736033865810242,-0.26756767103859225,-0.2494605244112963,-0.2736033865810242,-0.2917105332083201,-0.2253176622415684,-0.2494605244112963,-0.39431769742966355,-0.2615319554961602,-0.21928194669913645,-0.2132462311567045,1.416396965299927,-0.2313533777840004,-0.26756767103859225,-0.27963910212345616,-0.2856748176658881,-0.27963910212345616,-0.21928194669913645,-0.2856748176658881,-0.27963910212345616,-0.2313533777840004,-0.297746248750752,3.046040161756559,3.299540214538702
203,203,203.0,F,-0.27963910212345616,-0.2917105332083201,-0.2736033865810242,-0.2434248088688643,-0.2494605244112963,-0.1891033689869766,-0.26756767103859225,-0.2132462311567045,-0.2253176622415684,-0.19513908452940856,-0.17099622235968065,-0.20117480007184052,-0.2494605244112963,-0.20721051561427248,-0.2434248088688643,-0.20117480007184052,-0.297746248750752,-0.2554962399537282,-0.3460319730902078,-0.26756767103859225,-0.31585339537804796,-0.26756767103859225,3.432325956472205,3.625468853830028
204,204,204.0,G,-0.32792482646291193,-0.33396054200534386,-0.2856748176658881,-0.27963910212345616,-0.31585339537804796,-0.309817679835616,-0.26756767103859225,-0.33999625754777585,-0.33999625754777585,-0.31585339537804796,-0.27963910212345616,-0.2736033865810242,-0.27963910212345616,-0.26756767103859225,-0.2132462311567045,-0.26756767103859225,-0.33396054200534386,-0.32792482646291193,-0.3460319730902078,-0.297746248750752,-0.33396054200534386,-0.43053199068425535,3.1245044638081745,3.5470045517784126
205,205,205.0,H,-0.2434248088688643,-0.2917105332083201,-0.37017483525993566,-0.2554962399537282,-0.2856748176658881,-0.2494605244112963,-0.309817679835616,-0.2494605244112963,-0.2736033865810242,-0.3218891109204799,-0.2615319554961602,-0.303781964293184,-0.27963910212345616,-0.297746248750752,-0.3218891109204799,-0.297746248750752,-0.36413911971750373,-0.32792482646291193,-0.2917105332083201,-0.35206768863263976,-0.35206768863263976,-0.303781964293184,3.0279330151292627,3.5228616896086846
206,206,206.0,I,-0.4184605595993914,-0.33999625754777585,-0.1649605068172487,-0.2856748176658881,-0.303781964293184,-0.3581034041750717,-0.2494605244112963,-0.297746248750752,-0.31585339537804796,-0.27963910212345616,-0.297746248750752,-0.2856748176658881,-0.2494605244112963,-0.303781964293184,-0.26756767103859225,-0.2856748176658881,-0.37017483525993566,-0.2434248088688643,-0.3882819818872316,-0.35206768863263976,-0.37017483525993566,-0.33396054200534386,3.2271116280295185,3.1305401793506067
207,207,207.0,J,-0.37621055080236765,-0.39431769742966355,-0.3822462663447996,-0.3882819818872316,-0.309817679835616,-0.2494605244112963,-0.2917105332083201,-0.3218891109204799,-0.303781964293184,-0.303781964293184,-0.2856748176658881,-0.297746248750752,-0.2917105332083201,-0.2554962399537282,-0.37017483525993566,-0.33396054200534386,-0.2856748176658881,-0.33396054200534386,-0.37017483525993566,-0.35206768863263976,-0.3460319730902078,-0.303781964293184,3.040004446214127,3.408183094302477
208,208,208.0,K,-0.32792482646291193,-0.36413911971750373,-0.3218891109204799,-0.26756767103859225,-0.32792482646291193,-0.26756767103859225,-0.297746248750752,-0.2736033865810242,-0.27963910212345616,-0.303781964293184,-0.297746248750752,-0.2917105332083201,-0.23738909332643235,-0.23738909332643235,-0.2434248088688643,-0.297746248750752,-0.23738909332643235,-0.3882819818872316,-0.26756767103859225,-0.3218891109204799,-0.31585339537804796,-0.37017483525993566,3.3417902233357255,3.3357545077932933
209,209,209.0,L,-0.36413911971750373,-0.37017483525993566,-0.297746248750752,-0.3822462663447996,-0.3218891109204799,-0.27963910212345616,-0.2434248088688643,-0.2917105332083201,-0.297746248750752,-0.20117480007184052,-0.2494605244112963,-0.303781964293184,-0.297746248750752,-0.26756767103859225,-0.3460319730902078,-0.33999625754777585,-0.31585339537804796,-0.3882819818872316,-0.2917105332083201,-0.37017483525993566,-0.37017483525993566,-0.297746248750752,3.414218809844909,3.5288974051511164
210,210,210.0,M,-0.35206768863263976,-0.303781964293184,-0.2313533777840004,-0.27963910212345616,-0.32792482646291193,-0.21928194669913645,-0.26756767103859225,-0.2494605244112963,-0.2917105332083201,-0.33396054200534386,-0.2313533777840004,-0.2434248088688643,-0.2494605244112963,-0.2434248088688643,-0.26756767103859225,-0.303781964293184,-0.3218891109204799,-0.309817679835616,-0.3882819818872316,-0.309817679835616,-0.33396054200534386,-0.3581034041750717,3.378004516590317,3.3116116456235654
211,211,211.0,N,-0.3460319730902078,-0.37017483525993566,-0.297746248750752,-0.35206768863263976,-0.2856748176658881,-0.303781964293184,-0.2615319554961602,-0.309817679835616,-0.2917105332083201,-0.2434248088688643,-0.2494605244112963,-0.32792482646291193,-0.2554962399537282,-0.3581034041750717,-0.2736033865810242,-0.2132462311567045,-0.27963910212345616,-0.31585339537804796,-0.33999625754777585,-0.33396054200534386,-0.2554962399537282,-0.35206768863263976,3.764290311305963,3.23314734357195
212,212,212.0,O,-0.36413911971750373,-0.2615319554961602,-0.33999625754777585,-0.3218891109204799,-0.303781964293184,-0.31585339537804796,-0.27963910212345616,-0.21928194669913645,-0.26756767103859225,-0.27963910212345616,-0.2313533777840004,-0.2253176622415684,-0.309817679835616,-0.26756767103859225,-0.33999625754777585,-0.2856748176658881,-0.303781964293184,-0.1770319379021126,-0.32792482646291193,-0.2736033865810242,-0.32792482646291193,-0.2917105332083201,3.3659330855054534,3.51079025852382
213,213,213.0,P,-0.33999625754777585,-0.3218891109204799,-0.33396054200534386,-0.303781964293184,-0.303781964293184,-0.27963910212345616,-0.2917105332083201,-0.26756767103859225,-0.27963910212345616,-0.309817679835616,-0.297746248750752,-0.2554962399537282,-0.2917105332083201,-0.2856748176658881,-0.33396054200534386,-0.2313533777840004,-0.2917105332083201,-0.27963910212345616,-0.35206768863263976,-0.2917105332083201,-0.27963910212345616,-0.3460319730902078,3.2814330679114057,3.7039331558816437
214,214,214.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,215,215.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
216,216,216.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
217,217,217.0,5,1,H2061364,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 15:52,,,,,,,,,,,,,
218,218,218.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,219.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
220,220,220.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
221,221,221.0,5,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
222,222,222.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,223.0,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
224,224,224.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
225,225,225.0,A,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
226,226,226.0,B,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
227,227,227.0,C,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
228,228,228.0,D,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
229,229,229.0,E,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
230,230,230.0,F,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
231,231,231.0,G,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
232,232,232.0,H,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
233,233,233.0,I,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
234,234,234.0,J,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
235,235,235.0,K,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
236,236,236.0,L,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
237,237,237.0,M,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
238,238,238.0,N,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
239,239,239.0,O,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
240,240,240.0,P,0.658636155,0.658636155,,,,,,,,,,,,,,,,,,,,,0.658636155,0.658636155
241,241,241.0,,,,,,,,,,,,,,,,,,,,,,,,,
242,242,242.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
243,243,243.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
244,244,244.0,5,1,H2061364,14.01,17.7,17.82,47.7,47.5,18.1,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 15:52,,,,,,,,
245,245,245.0,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,246.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
247,247,247.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
248,248,248.0,5,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
249,249,249.0,,,,,,,,,,,,,,,,,,,,,,,,,
250,250,250.0,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
251,251,251.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
