,title,authors,doi,publication_date,journal,abstract,conclusions,copyrights,keywords,methods,pubmed_id,results,xml,isbn,language,publication_type,publisher,publisher_location,sections
0,Whole genome sequencing in patients with retinitis pigmentosa reveals pathogenic DNA structural changes and NEK2 as a new disease gene.,"Koji M Nishiguchi, Richard G Tearle, Yangfan P Liu, Edwin C Oh, Noriko Miyake, Paola Benaglio, Shyana Harper, Hanna Koskiniemi-Kuendig, Giulia Venturini, Dror Sharon, Robert K Koenekoop, Makoto Nakamura, Mineo Kondo, Shinji Ueno, Tetsuhiro R Yasuma, Jacques S Beckmann, Shiro Ikegawa, Naomichi Matsumoto, Hiroko Terasaki, Eliot L Berson, Nicholas Katsanis, Carlo Rivolta",10.1073/pnas.1308243110,2013-09-18,Proceedings of the National Academy of Sciences of the United States of America,"We performed whole genome sequencing in 16 unrelated patients with autosomal recessive retinitis pigmentosa (ARRP), a disease characterized by progressive retinal degeneration and caused by mutations in over 50 genes, in search of pathogenic DNA variants. Eight patients were from North America, whereas eight were Japanese, a population for which ARRP seems to have different genetic drivers. Using a specific workflow, we assessed both the coding and noncoding regions of the human genome, including the evaluation of highly polymorphic SNPs, structural and copy number variations, as well as 69 control genomes sequenced by the same procedures. We detected homozygous or compound heterozygous mutations in 7 genes associated with ARRP (USH2A, RDH12, CNGB1, EYS, PDE6B, DFNB31, and CERKL) in eight patients, three Japanese and five Americans. Fourteen of the 16 mutant alleles identified were previously unknown. Among these, there was a 2.3-kb deletion in USH2A and an inverted duplication of ~446 kb in EYS, which would have likely escaped conventional screening techniques or exome sequencing. Moreover, in another Japanese patient, we identified a homozygous frameshift (p.L206fs), absent in more than 2,500 chromosomes from ethnically matched controls, in the ciliary gene NEK2, encoding a serine/threonine-protein kinase. Inactivation of this gene in zebrafish induced retinal photoreceptor defects that were rescued by human NEK2 mRNA. In addition to identifying a previously undescribed ARRP gene, our study highlights the importance of rare structural DNA variations in Mendelian diseases and advocates the need for screening approaches that transcend the analysis of the coding sequences of the human genome.",,,"['ciliopathy', 'medical genetics', 'ophthalmology', 'retinal blindness']",,"24043777
18441370
18441371
18809924
8473105
22332205
8512476
17113430
18310263
19679224
14681825
19956407
10932196
21857657
19355918
22832387
22363543
21519034
16434480
10775529
17171570
20502675
8394174
12015282
22848652
9430639
16280549
21282601
16203858
12427867
22251557
23022135
21738648
8398150
22632799
21857984",,<Element 'PubmedArticle' at 0x000001144917FD60>,,,,,,
0,Panel-based next generation sequencing as a reliable and efficient technique to detect mutations in unselected patients with retinal dystrophies.,"Nicola Glöckle, Susanne Kohl, Julia Mohr, Tim Scheurenbrand, Andrea Sprecher, Nicole Weisschuh, Antje Bernd, Günther Rudolph, Max Schubach, Charlotte Poloschek, Eberhart Zrenner, Saskia Biskup, Wolfgang Berger, Bernd Wissinger, John Neidhardt",10.1038/ejhg.2013.72,2013-04-18,European journal of human genetics : EJHG,"Hereditary retinal dystrophies (RD) constitute a group of blinding diseases that are characterized by clinical variability and pronounced genetic heterogeneity. The different forms of RD can be caused by mutations in >100 genes, including >1600 exons. Consequently, next generation sequencing (NGS) technologies are among the most promising approaches to identify mutations in RD. So far, NGS is not routinely used in gene diagnostics. We developed a diagnostic NGS pipeline to identify mutations in 170 genetically and clinically unselected RD patients. NGS was applied to 105 RD-associated genes. Underrepresented regions were examined by Sanger sequencing. The NGS approach was successfully established using cases with known sequence alterations. Depending on the initial clinical diagnosis, we identified likely causative mutations in 55% of retinitis pigmentosa and 80% of Bardet-Biedl or Usher syndrome cases. Seventy-one novel mutations in 40 genes were newly associated with RD. The genes USH2A, EYS, ABCA4, and RHO were more frequently affected than others. Occasionally, cases carried mutations in more than one RD-associated gene. In addition, we found possible dominant de-novo mutations in cases with sporadic RD, which implies consequences for counseling of patients and families. NGS-based mutation analyses are reliable and cost-efficient approaches in gene diagnostics of genetically heterogeneous diseases like RD.",,,[],,"23591405
20362068
17113430
21151602
19578023
16123401
14517951
22164218
20591486
20238032
22277662
22334370
22581970
21147909
21697123
9973280
9501220
22968130
20927379
21076407
21618346
19878916
16708387
17605048
20042663
20393116
18654668
16909394
20335603",,<Element 'PubmedArticle' at 0x000001144919AD10>,,,,,,
0,A systematic review of CD14 and toll-like receptors in relation to asthma in Caucasian children.,"Ester Mm Klaassen, Brenda Ejt Thönissen, Guillaume van Eys, Edward Dompeling, Quirijn Jöbsis","10.1186/1710-1492-9-10
10.1111/j.1398-9995.2004.00526.x
10.1097/ACI.0b013e3283292283
10.1097/ACI.0b013e32833066fa
10.1016/j.prrv.2007.11.004
10.1590/S0021-75572008000500010
10.1016/j.rmed.2011.03.007
10.1016/j.prrv.2008.05.005
10.1164/rccm.200509-1380OC
10.1038/ni1116
10.1016/j.jaci.2007.07.034
10.1046/j.1365-2370.2003.00414.x
10.1111/j.1398-9995.2004.00439.x
10.1111/j.1399-3038.1997.tb00145.x
10.1146/annurev.iy.13.040195.002253
10.1016/j.jaci.2008.05.049
10.1007/s00439-009-0643-8
10.1016/j.jaci.2007.01.037
10.1159/000091167
10.1016/S0962-8924(01)02004-9
10.1016/j.jaci.2003.12.374
10.1016/j.jaci.2010.04.024
10.1016/j.jaci.2008.04.039
10.1136/thx.2007.094128
10.1111/j.1398-9995.2008.01804.x
10.1016/j.jclinepi.2009.06.005
10.1016/S1081-1206(10)60796-X
10.1111/j.1398-9995.2005.00874.x
10.1164/rccm.200302-278OC
10.1046/j.1365-2222.2003.01549.x
10.1038/gene.2008.100
10.1016/j.jaci.2004.04.050
10.1164/rccm.200409-1232OC
10.1111/j.1399-3038.2011.01186.x
10.1038/leu.2011.341
10.1111/j.1365-2222.2009.03364.x
10.1111/j.1399-3038.2009.00855.x
10.1067/mai.2002.123535
10.1186/1465-9921-11-32
10.1111/j.1365-2222.2010.03620.x
10.1111/j.1365-2222.2006.02613.x
10.1111/j.1365-2222.2005.02298.x
10.1016/S1081-1206(10)61762-0
10.1038/sj.gene.6364037
10.1136/thx.2009.119636
10.1111/j.1398-9995.2006.01098.x
10.1111/j.1399-3038.2010.01053.x
10.1016/j.cellimm.2012.02.006
10.1016/j.jaci.2010.10.050
10.1007/s00251-010-0489-1
10.1016/j.humimm.2010.12.005
10.2741/s160
10.1093/ije/dym018",2013-03-19,"Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology","The aetiology of childhood asthma is complex. An early dysfunction in the immunological development of the innate immune system in combination with environmental factors possibly triggers asthma. CD14 and toll-like receptors are important components of the innate immune system. The aim of this systematic review was to obtain a better insight into the relation between CD14 and toll-like receptors and childhood asthma in Caucasians. We searched PubMed and EMBASE for relevant articles. In total, 44 articles were included. The quality of the selected studies was independently assessed by the first two authors using the Newcastle-Ottawa quality assessment scale. Toll-like receptor 2, toll-like receptor 6, toll-like receptor 9, and toll-like receptor 10 appear to have some association with childhood asthma in Caucasians. The evidence for a relation of CD14 with childhood asthma is limited. In conclusion, there is no convincing evidence yet for a role of CD14 and toll-like receptors in relation to childhood asthma. Future studies should include haplotype analysis and take environmental factors into account to further clarify the role of CD14 and toll-like receptors on childhood asthma.",,,[],,"23496969
15080825
19295429
19644362
18280974
18690379
21450446
19026366
16614348
15454920
17919709
14525803
14641542
15080833
9617774
10226067
11521081
3385210
7542010
16387800
18774388
19247692
17349684
16446545
11413042
15007351
20599261
18547625
18682521
18925877
19631508
10804928
17042137
16266379
11732288
14617510
12580907
19148143
15356557
15879416
19968634
22015088
21749458
22328887
22134717
20085599
19674346
11994712
2200318
20302606
21039977
17177685
16120082
15191023
14735148
20685742
16629799
20444155
22402138
16788246
16188043
21281869
21324137
21079949
21745379
21921926
21156194
21196385
17470488",,<Element 'PubmedArticle' at 0x00000114491B9040>,,,,,,
0,Clinical phenotype in ten unrelated Japanese patients with mutations in the EYS gene.,"Kimiko Suto, Katsuhiro Hosono, Masayo Takahashi, Yasuhiko Hirami, Yuki Arai, Yasunori Nagase, Shinji Ueno, Hiroko Terasaki, Shinsei Minoshima, Mineo Kondo, Yoshihiro Hotta",10.3109/13816810.2013.768673,2013-02-21,Ophthalmic genetics,"To characterize the clinical phenotypes associated with previously-reported mutations of the eyes shut homolog (EYS) gene, including a truncating mutation, c.4957_4958insA, which is a major causative mutation for retinitis pigmentosa (RP) in Japan.
The study population comprised ten unrelated RP subjects with very likely pathogenic mutations in both alleles, four of them with a homozygous c.4957_4958insA mutation. The phenotype analysis was based on ophthalmic examination, Goldmann perimetry, and digital fundus photography.
The study population included six men and four women aged 34-74 years. The average age at first visit was 31 years (range, 14-44 years), and the patients typically presented with night blindness as the initial symptom and subsequently developed progressive constriction of the visual field. Myopia was noted in 9/20 affected eyes. For most patients, central visual acuity was preserved relatively well up to their thirties, after which it deteriorated rapidly over the next two decades. The visual acuity of patients homozygous for the c.4957_4958insA mutation was uniform. Visual fields were constricted symmetrically, and the extent of constriction seemed to be better correlated with age than visual acuity. The fundus displayed bone spicules, which increased in density with age, and attenuated retinal vessels.
Although additional studies with more patients with mutations of the EYS gene are required, it appears that patients share a relatively uniform phenotype with near-normal central visual function up to their twenties. The patients homozygous for the c.4957_4958insA mutation showed a uniform course of visual acuity changes.",,,[],,23421333,"The study population included six men and four women aged 34-74 years. The average age at first visit was 31 years (range, 14-44 years), and the patients typically presented with night blindness as the initial symptom and subsequently developed progressive constriction of the visual field. Myopia was noted in 9/20 affected eyes. For most patients, central visual acuity was preserved relatively well up to their thirties, after which it deteriorated rapidly over the next two decades. The visual acuity of patients homozygous for the c.4957_4958insA mutation was uniform. Visual fields were constricted symmetrically, and the extent of constriction seemed to be better correlated with age than visual acuity. The fundus displayed bone spicules, which increased in density with age, and attenuated retinal vessels.",<Element 'PubmedArticle' at 0x00000114491DD0E0>,,,,,,
0,Association of rare PTP4A1-PHF3-EYS variants with alcohol dependence.,"Lingjun Zuo, Xiangyang Zhang, Hong-Wen Deng, Xingguang Luo",10.1038/jhg.2012.153,2013-01-18,Journal of human genetics,,,,[],,23324950,,<Element 'PubmedArticle' at 0x00000114491E7B30>,,,,,,
0,Overexpression of AMP-activated protein kinase or protein kinase D prevents lipid-induced insulin resistance in cardiomyocytes.,"Laura K M Steinbusch, Ellen Dirkx, Nicole T H Hoebers, Veronique Roelants, Marc Foretz, Benoit Viollet, Michaela Diamant, Guillaume van Eys, D Margriet Ouwens, Luc Bertrand, Jan F C Glatz, Joost J F P Luiken",10.1016/j.yjmcc.2012.11.005,2012-11-20,Journal of molecular and cellular cardiology,"During lipid oversupply, the heart becomes insulin resistant, as exemplified by defective insulin-stimulated glucose uptake, and will develop diastolic dysfunction. In the healthy heart, not only insulin, but also increased contractile activity stimulates glucose uptake. Upon increased contraction both AMP-activated protein kinase (AMPK) and protein kinase D (PKD) are activated, and mediate the stimulation of glucose uptake into cardiomyocytes. Therefore, each of these kinases is a potential therapeutic target in the diabetic heart because they may serve to bypass defective insulin-stimulated glucose uptake. To test the preventive potential of these kinases against loss of insulin-stimulated glucose uptake, AMPK or PKD were adenovirally overexpressed in primary cultures of insulin resistant cardiomyocytes for assaying substrate uptake, insulin responsiveness and lipid accumulation. To induce insulin resistance and lipid loading, rat primary cardiomyocytes were cultured in the presence of high insulin (100 nM; HI) or high palmitate (palmitate/BSA: 3/1; HP). HI and HP each reduced insulin responsiveness, and increased basal palmitate uptake and lipid storage. Overexpression of each of the kinases prevented loss of insulin-stimulated glucose uptake. Overexpression of AMPK also prevented loss of insulin signaling in HI- and HP-cultured cardiomyocytes, but did not prevent lipid accumulation. In contrast, overexpression of PKD prevented lipid accumulation, but not loss of insulin signaling in HI- and HP-cultured cardiomyocytes. In conclusion, AMPK and PKD prevent loss of insulin-stimulated glucose uptake into cardiomyocytes cultured under insulin resistance-inducing conditions through different mechanisms. This article is part of a Special Issue entitled ""Focus on Cardiac Metabolism"".",,Copyright © 2012 Elsevier Ltd. All rights reserved.,[],,23159540,,<Element 'PubmedArticle' at 0x00000114491EFEF0>,,,,,,
0,Cross species analysis of Prominin reveals a conserved cellular role in invertebrate and vertebrate photoreceptor cells.,"Jing Nie, Simpla Mahato, Wendy Mustill, Cindy Tipping, Shomi S Bhattacharya, Andrew C Zelhof",10.1016/j.ydbio.2012.08.024,2012-09-11,Developmental biology,"The two fundamental types of photoreceptor cells have evolved unique structures to expand the apical membrane to accommodate the phototransduction machinery, exemplified by the cilia-based outer segment of the vertebrate photoreceptor cell and the microvilli-based rhabdomere of the invertebrate photoreceptor. The morphogenesis of these compartments is integral for photoreceptor cell integrity and function. However, little is known about the elementary cellular and molecular mechanisms required to generate these compartments. Here we investigate whether a conserved cellular mechanism exists to create the phototransduction compartments by examining the functional role of a photoreceptor protein common to both rhabdomeric and ciliated photoreceptor cells, Prominin. First and foremost we demonstrate that the physiological role of Prominin is conserved between rhabdomeric and ciliated photoreceptor cells. Human Prominin1 is not only capable of rescuing the corresponding rhabdomeric Drosophila prominin mutation but also demonstrates a conserved genetic interaction with a second photoreceptor protein Eyes Shut. Furthermore, we demonstrate the Prominin homologs in vertebrate and invertebrate photoreceptors require the same structural features and post-translational modifications for function. Moreover, expression of mutant human Prominin1, associated with autosomal dominant retinal degeneration, in rhabdomeric photoreceptor cells disrupts morphogenesis in ways paralleling retinal degeneration seen in ciliated photoreceptors. Taken together, our results suggest the existence of an ancestral Prominin-directed cellular mechanism to create and model the apical membranes of the two fundamental types of photoreceptor cells into their respective phototransduction compartments.",,Copyright © 2012 Elsevier Inc. All rights reserved.,[],,22960282,,<Element 'PubmedArticle' at 0x00000114491FF7C0>,,,,,,
0,"Overexpression of vesicle-associated membrane protein (VAMP) 3, but not VAMP2, protects glucose transporter (GLUT) 4 protein translocation in an in vitro model of cardiac insulin resistance.","Robert W Schwenk, Yeliz Angin, Laura K M Steinbusch, Ellen Dirkx, Nicole Hoebers, Will A Coumans, Arend Bonen, Jos L V Broers, Guillaume J J M van Eys, Jan F C Glatz, Joost J F P Luiken",10.1074/jbc.M112.363630,2012-09-01,The Journal of biological chemistry,"Cardiac glucose utilization is regulated by reversible translocation of the glucose transporter GLUT4 from intracellular stores to the plasma membrane. During the onset of diet-induced insulin resistance, elevated lipid levels in the circulation interfere with insulin-stimulated GLUT4 translocation, leading to impaired glucose utilization. Recently, we identified vesicle-associated membrane protein (VAMP) 2 and 3 to be required for insulin- and contraction-stimulated GLUT4 translocation, respectively, in cardiomyocytes. Here, we investigated whether overexpression of VAMP2 and/or VAMP3 could protect insulin-stimulated GLUT4 translocation under conditions of insulin resistance. HL-1 atrial cardiomyocytes transiently overexpressing either VAMP2 or VAMP3 were cultured for 16 h with elevated concentrations of palmitate and insulin. Upon subsequent acute stimulation with insulin, we measured GLUT4 translocation, plasmalemmal presence of the fatty acid transporter CD36, and myocellular lipid accumulation. Overexpression of VAMP3, but not VAMP2, completely prevented lipid-induced inhibition of insulin-stimulated GLUT4 translocation. Furthermore, the plasmalemmal presence of CD36 and intracellular lipid levels remained normal in cells overexpressing VAMP3. However, insulin signaling was not retained, indicating an effect of VAMP3 overexpression downstream of PKB/Akt. Furthermore, we revealed that endogenous VAMP3 is bound by the contraction-activated protein kinase D (PKD), and contraction and VAMP3 overexpression protect insulin-stimulated GLUT4 translocation via a common mechanism. These observations indicate that PKD activates GLUT4 translocation via a VAMP3-dependent trafficking step, which pathway might be valuable to rescue constrained glucose utilization in the insulin-resistant heart.",,,[],,"22936810
11679437
10342815
19782153
16960261
12594743
18391168
15220187
17639306
15132977
10923637
19958841
9368067
7575448
9252480
17513702
18171435
18164589
2643337
10868952
16804075
16804077
19066320
18004633
20086080
16038056
10713150
20582536
9144089
18167317
16182882
22006247
20185762
19047061
18922131
15252018
12479588
19138173
16307172
20519126
19675279
22158620
10888677
9111311
10871200
14748718
19675275
7657022
16489105",,<Element 'PubmedArticle' at 0x000001144920A5E0>,,,,,,
0,The analysis of a group-mediated cognitive-behavioral corporate physical activity intervention.,"J Lynn Kabaroff, Mark A Eys, Robert J Schinke, Tammy Eger",10.3233/WOR-2012-1379,2012-08-29,"Work (Reading, Mass.)","To describe and evaluate the use of a group-mediated cognitive behavioral (GMCB) exercise intervention approach within a corporate environment.
Twenty (n(males) = 17, n(females) = 3) employees from two departments within a large Canadian resource company took part in the study. The average age was 43.50 years (SD = 8.60, range = 29 to 60) for males and 49.70 years (SD) = 6.40, range = 45 to 57) for females.
A mixed methods case study approach was adopted to assess the response to and effectiveness of the GMCB program within a corporate setting. These included field notes, weekly fitness logs, anthropometric measurements, and end of program focus group sessions.
Qualitative measures pointed toward positive outcomes while quantitative results found significant decreases in body mass index, body fat percentage, and waist girth over the duration of the program. Descriptive statistics revealed an increase in exercise frequency and a strong preference for unstructured, group or mixed (i.e., group and individual) based activity during the program.
The GMCB protocol can be successful at encouraging physical fitness within a corporate environment with the potential to address other health and wellness issues and to aid in vocational team building.",The GMCB protocol can be successful at encouraging physical fitness within a corporate environment with the potential to address other health and wellness issues and to aid in vocational team building.,,[],,22927594,"Qualitative measures pointed toward positive outcomes while quantitative results found significant decreases in body mass index, body fat percentage, and waist girth over the duration of the program. Descriptive statistics revealed an increase in exercise frequency and a strong preference for unstructured, group or mixed (i.e., group and individual) based activity during the program.",<Element 'PubmedArticle' at 0x000001144922A450>,,,,,,
0,Sport participation influences perceptions of mate characteristics.,"Albrecht I Schulte-Hostedde, Mark A Eys, Michael Emond, Michael Buzdon",,2012-07-27,Evolutionary psychology : an international journal of evolutionary approaches to psychology and behavior,"Sport provides a context in which mate choice can be facilitated by the display of athletic prowess. Previous work has shown that, for females, team sport athletes are more desirable as mates than individual sport athletes and non-participants. In the present study, the perceptions of males and females were examined regarding potential mates based on sport participation. It was predicted that team sport athletes would be more positively perceived than individual sport athletes and non-participants by both males and females. A questionnaire, a photograph, and manipulated descriptions were used to gauge perceptual differences with respect to team sport athletes, individual sport athletes, and extra-curricular club participants for 125 females and 119 males from a Canadian university. Both team and individual sport athletes were perceived as being less lazy, more competitive, and healthier than non-participants by both males and females. Interestingly, females perceived male athletes as more promiscuous than non-athletes, which upholds predictions based on previous research indicating (a) athletes have more sexual partners than non-athletes, and (b) females find athletes more desirable as partners than non-participants. Surprisingly, only males perceived female team sport athletes as more dependable than non-participants, and both team and individual sport athletes as more ambitious. This raises questions regarding the initial hypothesis that male team athletes would be perceived positively by females because of qualities such as the ability to cooperate, likeability, and the acceptance of responsibilities necessary for group functioning. Future studies should examine similar questions with a larger sample size that encompasses multiple contexts, taking into account the role of the social profile of sport in relation to mate choice and perception.",,,[],,22833850,,<Element 'PubmedArticle' at 0x0000011449231CC0>,,,,,,
0,Athletes' perceptions of role ambiguity and coaching competency in sport teams: a multilevel analysis.,"Grégoire Bosselut, Jean-Philippe Heuzé, Mark A Eys, Paul Fontayne, Philippe Sarrazin",10.1123/jsep.34.3.345,2012-06-14,Journal of sport & exercise psychology,"The purpose of this study was to examine the relationship between athletes' perceptions of role ambiguity and two theoretically derived dimensions of coaching competency (i.e., game strategy and technique competencies). A total of 243 players from 26 teams representing various interdependent sports completed French versions of the Role Ambiguity Scale and the Coaching Competency Scale. Multilevel analyses supported the existence of relationships between the four dimensions of role ambiguity and the two dimensions of coaching competency at both individual and team levels. When the levels were considered jointly, athletes perceiving greater ambiguity in their role in both offensive and defensive contexts were more critical of their coach's capacities to lead their team during competitions and to diagnose or formulate instructions during training sessions. The results also indicated that the dimension of scope of responsibilities was the main contributor to the relationship with coaching competency at an individual level, whereas role evaluation was the main contributor to this relationship at a group level. Findings are discussed in relation to the role episode model, the role ambiguity dimensions involved in the relationships according to the level of analysis considered, and the salience of ambiguity perceptions in the offensive context.",,,[],,22691398,,<Element 'PubmedArticle' at 0x0000011449239720>,,,,,,
0,Protein kinase D increases maximal Ca2+-activated tension of cardiomyocyte contraction by phosphorylation of cMyBP-C-Ser315.,"Ellen Dirkx, Olivier Cazorla, Robert W Schwenk, Ilka Lorenzen-Schmidt, Sakthivel Sadayappan, Johan Van Lint, Lucie Carrier, Guillaume J J M van Eys, Jan F C Glatz, Joost J F P Luiken",10.1152/ajpheart.00749.2011,2012-05-29,American journal of physiology. Heart and circulatory physiology,"Cardiac myosin-binding protein C (cMyBP-C) is involved in the regulation of cardiac myofilament contraction. Recent evidence showed that protein kinase D (PKD) is one of the kinases that phosphorylate cMyBP-C. However, the mechanism by which PKD-induced cMyBP-C phosphorylation affects cardiac contractile responses is not known. Using immunoprecipitation, we showed that, in contracting cardiomyocytes, PKD binds to cMyBP-C and phosphorylates it at Ser(315). The effect of PKD-mediated phosphorylation of cMyBP-C on cardiac myofilament function was investigated in permeabilized ventricular myocytes, isolated from wild-type (WT) and from cMyBP-C knockout (KO) mice, incubated in the presence of full-length active PKD. In WT myocytes, PKD increased both myofilament Ca(2+) sensitivity (pCa(50)) and maximal Ca(2+)-activated tension of contraction (T(max)). In cMyBP-C KO skinned myocytes, PKD increased pCa(50) but did not alter T(max). This suggests that cMyBP-C is not involved in PKD-mediated sensitization of myofilaments to Ca(2+) but is essential for PKD-induced increase in T(max). Furthermore, the phosphorylation of both PKD-Ser(916) and cMyBP-C-Ser(315) was contraction frequency-dependent, suggesting that PKD-mediated cMyBP-C phosphorylation is operational primarily during periods of increased contractile activity. Thus, during high contraction frequency, PKD facilitates contraction of cardiomyocytes by increasing Ca(2+) sensitivity and by an increased T(max) through phosphorylation of cMyBP-C.",,,[],,"22636676
20018870
19962384
15383279
15249187
19666481
16380103
21115695
18599866
17322173
16728667
12524379
22158620
17560599
17560599
21848513
10226156
18287012
2606853
15163731
16783412
16565350
20079747
15769444
18375505
11943587
9144089
18164589
12093365
19433622
645882
12068046
10547069
17823372
18206127
19237661
16224063
8835868
17641226
8388631
18802026
7836415
19590044
12062372
17724026
16791825
18552161",,<Element 'PubmedArticle' at 0x0000011449242040>,,,,,,
0,Development and testing of a theory-based behavioural change intervention: a pilot investigation in a nursery school in a deprived area of Scotland.,"A Gilinsky, V Swanson, M Merrett, K Power, L Marley",,2012-04-10,Community dental health,"Investigate the effect of a theory-based intervention on oral-health knowledge, attitudes and behaviours of early years staff (EYS), parents and nursery children.
Qualitative research with staff and parents from eight nurseries through interviews/focus groups. An intervention was developed and piloted using pre-posttest design.
Nurseries in deprived communities in Dundee, Scotland.
111 children aged 3-5 years attending nursery, including 79 parents and 8 nursery staff.
Staff session targeted outcome expectancies, subjective norms and self-efficacy for tooth-brushing in nursery using information provision, modelling and goal-setting, followed by a three-week intervention. Parent-child dyads received a leaflet with instructions for goal-setting, planning and monitoring home brushing. Tooth-brushing self-monitoring materials (e.g. two-minute timer, diaries) were used and certificates provided in the nursery as rewards.
EYS knowledge, attitudes and behaviours were assessed before and after the intervention using self-report questionnaires. Parents completed interviews assessing beliefs about tooth-brushing and their children's tooth-brushing behaviour at baseline and post-intervention follow-up.
Significant improvements in staff knowledge, but not attitudes, self-efficacy, or nursery tooth-brushing were reported. Parent-child dyads completing the intervention were not more likely to report their child carried out twice-daily tooth-brushing at home. The intervention did not improve parents' intentions to brush their child's teeth twice a day or beliefs about the ease of twice-daily tooth-brushing.
Only past behaviour significantly predicted posttest brushing. Parents who found brushing easier at baseline were more likely to complete the intervention. Recommendations are made regarding implementing psychological theory and methods into oral-health interventions.",Only past behaviour significantly predicted posttest brushing. Parents who found brushing easier at baseline were more likely to complete the intervention. Recommendations are made regarding implementing psychological theory and methods into oral-health interventions.,,[],,22482252,"Significant improvements in staff knowledge, but not attitudes, self-efficacy, or nursery tooth-brushing were reported. Parent-child dyads completing the intervention were not more likely to report their child carried out twice-daily tooth-brushing at home. The intervention did not improve parents' intentions to brush their child's teeth twice a day or beliefs about the ease of twice-daily tooth-brushing.",<Element 'PubmedArticle' at 0x000001144925E590>,,,,,,
0,Two novel mutations in the EYS gene are possible major causes of autosomal recessive retinitis pigmentosa in the Japanese population.,"Katsuhiro Hosono, Chie Ishigami, Masayo Takahashi, Dong Ho Park, Yasuhiko Hirami, Hiroshi Nakanishi, Shinji Ueno, Tadashi Yokoi, Akiko Hikoya, Taichi Fujita, Yang Zhao, Sachiko Nishina, Jae Pil Shin, In Taek Kim, Shuichi Yamamoto, Noriyuki Azuma, Hiroko Terasaki, Miho Sato, Mineo Kondo, Shinsei Minoshima, Yoshihiro Hotta",10.1371/journal.pone.0031036,2012-03-01,PloS one,"Retinitis pigmentosa (RP) is a highly heterogeneous genetic disease including autosomal recessive (ar), autosomal dominant (ad), and X-linked inheritance. Recently, arRP has been associated with mutations in EYS (Eyes shut homolog), which is a major causative gene for this disease. This study was conducted to determine the spectrum and frequency of EYS mutations in 100 Japanese arRP patients. To determine the prevalence of EYS mutations, all EYS exons were screened for mutations by polymerase chain reaction amplification, and sequence analysis was performed. We detected 67 sequence alterations in EYS, of which 21 were novel. Of these, 7 were very likely pathogenic mutations, 6 were possible pathogenic mutations, and 54 were predicted non-pathogenic sequence alterations. The minimum observed prevalence of distinct EYS mutations in our study was 18% (18/100, comprising 9 patients with 2 very likely pathogenic mutations and the remaining 9 with only one such mutation). Among these mutations, 2 novel truncating mutations, c.4957_4958insA (p.S1653KfsX2) and c.8868C>A (p.Y2956X), were identified in 16 patients and accounted for 57.1% (20/35 alleles) of the mutated alleles. Although these 2 truncating mutations were not detected in Japanese patients with adRP or Leber's congenital amaurosis, we detected them in Korean arRP patients. Similar to Japanese arRP results, the c.4957_4958insA mutation was more frequently detected than the c.8868C>A mutation. The 18% estimated prevalence of very likely pathogenic mutations in our study suggests a major involvement of EYS in the pathogenesis of arRP in the Japanese population. Mutation spectrum of EYS in 100 Japanese patients, including 13 distinct very likely and possible pathogenic mutations, was largely different from the previously reported spectrum in patients from non-Asian populations. Screening for c.4957_4958insA and c.8868C>A mutations in the EYS gene may therefore be very effective for the genetic testing and counseling of RP patients in Japan.",,,[],,"22363543
18836446
18976725
20237254
20333770
21069908
20537394
1558021
18310263
10775529
15325563
17113430
20375346
20696082
21179430
21519034
11402400
9147180",,<Element 'PubmedArticle' at 0x0000011449268B80>,,,,,,
