,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
144,A,0.12011089396900422,0.17046766350043177,0.18662909603235922,0.16913148207062673,0.2034086260964414,0.201745216561378,0.17430350406762715,0.15664227605326547,0.19820024542107895,0.1538881061673408,0.12817343089578695,0.16022360587192655,0.09869563241376177,0.1739035586056447,0.20217243103213198,0.17037676680452665,0.13148207062673273,0.16984956596827705,0.17434895241557968,0.014716175067036314,0.14551652047448074,0.1857292187428987,0.8349497795755124,0.7475071581148025
145,B,0.14637094941598872,0.18412034722537834,0.21832477389446894,0.19530064082170612,0.19261918829250557,0.15478798345680134,0.18602008816979504,0.18270235876925875,0.15442439667318092,0.1712221060764441,0.1924555742398764,0.1501795209744126,0.17981184383947643,0.16714993409989548,0.17113120938053902,0.08775167022678726,0.17798482025178386,0.15821478889242377,0.1697132209244194,0.1598145707403536,0.17661228014361677,0.16580466300049992,0.8734808889696859,0.7756669545062037
146,C,0.15472435576966778,0.22597827568967868,0.19723674044448483,0.19734581647957097,0.18396582284233967,0.1697132209244194,0.10889424169431441,0.16984956596827705,0.15945098395673318,0.1787392628277962,0.1908194337135845,0.18253874471662956,0.17538517474889787,0.12031995636958596,0.16224151252101987,0.17633959005590147,0.17253101849747762,0.1705131118483843,0.2164613916284143,0.17778484752079263,0.19647320819888198,0.18473844475753307,0.9271462982320593,0.793928100713539
147,D,0.16460482661455256,0.17841203472253783,0.18874698904694814,0.2239967277189474,0.17062218788347044,0.1817115847838931,0.1927464436667727,0.16387765304731172,0.20070899422805982,0.11188474298959233,0.1768940599009226,0.18737444893878108,0.1859201018042994,0.1999181929736854,0.2015906921783393,0.18698359314638913,0.20072717356724082,0.186874517111303,0.15607871653865382,0.18302958687451712,0.18115711493887196,0.18339317365813754,0.8517020406308231,0.8118711084852066
148,E,0.19143753124573923,0.16119620051811118,0.1941371631141208,0.17883924919329183,0.176812252874608,0.12417397627596237,0.19958187519883652,0.2205608326137345,0.18607462618733808,0.20934418033904467,0.20990773985365632,0.18582920510839432,0.19103758578375676,0.18023905831023043,0.22157887560787165,0.18162977775757852,0.1887833477253102,0.19480979866381856,0.1867836204153979,0.16667727128118892,0.15287915284279416,0.18660182702358769,1.0,0.7973549061491615
149,F,0.16337772121983365,0.19031950188610644,0.22680543562241512,0.20161796118711084,0.19021951552061084,0.20640821706130982,0.18506567286279144,0.0,0.17547607144480298,0.20012725537426715,0.13676316865881924,0.16811343907648957,0.1797845748307049,0.2082079716402309,0.23322274235331544,0.15295187019951825,0.1674317138572013,0.18559287369904104,0.18667454438031178,0.20889878652910968,0.16353224560287233,0.14308957869381447,0.9141662500568104,0.8011362086988137
150,G,0.18277507612598282,0.19101940644457574,0.043857655774212606,0.24321228923328636,0.1926464573012771,0.2115711493887197,0.17573967186292777,0.08693359996364132,0.17992091987456255,0.23872199245557424,0.18255692405581056,0.22998681997909376,0.23619506430941234,0.21921556151433896,0.22684179430077717,0.21273462709630506,0.1858201154388038,0.19907285370176794,0.1681316184156706,0.21145298368404308,0.17437622142435122,0.16024178521110757,0.9347907103576785,0.8028087079034677
151,H,0.17404899331909285,0.21284370313139117,0.19654592555560604,0.201745216561378,0.1887106303685861,0.14050811253010953,0.19241921556151434,0.2129345998272963,0.20678998318411126,0.18412943689496886,0.1677044039449166,0.15227014498022998,0.17492160159978185,0.19686406399127393,0.19301913375448804,0.18727446257328545,0.21458891969276916,0.17817570331318455,0.17924828432486478,0.20706267327182656,0.18751079398263873,0.08188883334090806,0.9521065309276008,0.8094259873653593
152,I,0.16286869972276508,0.22400581738853792,0.2250329500522656,0.22411489342362406,0.16819524610280417,0.16546834522565104,0.21265282006999045,0.20128164341226196,0.1839840021815207,0.2168067990728537,0.17455801481616143,0.25420169976821344,0.18952870063173205,0.00990773985365632,0.2198609280552652,0.1858110257692133,0.15706040085442893,0.17872108348861518,0.16562286960868972,0.19077398536563195,0.18474753442712358,0.17052220151797481,0.9103758578375676,0.855510612189247
153,J,0.19323728582466027,0.21028950597645776,0.22274235331545697,0.12973685406535473,0.16045993728127983,0.17371267554424397,0.1605326546380039,0.023024133072762805,0.16939508248875154,0.1346089169658683,0.1344271235740581,0.15432441030768532,0.17201290733081853,0.16084170340408127,0.15794209880470844,0.1915102486024633,0.13316365950097714,0.16641367086306413,0.16248693359996363,0.17455801481616143,0.14922510566740899,0.13798118438394763,0.8490114984320319,0.82315138844703
154,K,0.18464754806162795,0.18623824023996727,0.2477025860109985,0.18647457164932055,0.18455665136572286,0.1563423169567786,0.20150888515202472,0.18786529109666864,0.20539017406717267,0.2647275371540245,0.2629277825751034,0.1922828705176567,0.13287279007408082,0.2370131345725583,0.23092305594691634,0.21359814570740354,0.1716311412080171,0.20746261873380903,0.21632504658455665,0.19515520610825796,0.043412261964277596,0.18175703313184566,0.8349679589146934,0.8041994273508158
155,L,0.16557742126073718,0.18465663773121846,0.2031722946870881,0.24080352679180111,0.18041176203245013,0.16705903740399036,0.24637549425078398,0.19110121347089035,0.090596736808617,0.2178612007453529,0.1698950143162296,0.20774439849111484,0.17381266190973957,0.23515884197609416,0.23125937372176522,0.21429805026587284,0.17113120938053902,0.14041721583420444,0.19022860519020135,0.174194428032541,0.219270099531882,0.1771576603190474,0.8022178793800845,0.7886288233422715
156,M,0.17449438712902787,0.17333999909103304,0.23783120483570422,0.20229968640639912,0.19502795073399082,0.16786801799754578,0.20941689769576877,0.22776894059900923,0.15272462845975548,0.1901831568422488,0.1836476844066718,0.1866927237194928,0.01228923328637004,0.19871835658773804,0.11882016088715175,0.18927418988319775,0.17378539290096806,0.19353724492114713,0.18920147252647365,0.17028587010862156,0.06034631641139845,0.18816525019315547,0.8377675771485706,0.9132936417761215
157,N,0.15109757760305412,0.1806662727809844,0.19195564241239832,0.19686406399127393,0.028223424078534745,0.19978184792982775,0.19437349452347408,0.17157660319047402,0.16240512657364906,0.23190474026269145,0.17572149252374678,0.164113984456665,0.16809525973730854,0.23914011725673773,0.043303185929191475,0.1532609189655956,0.1380266327319002,0.20672635549697768,0.19782756896786802,0.21341635231559333,0.2018361132572831,0.19716402308776076,0.852038358405672,0.761996091442076
158,O,0.15636049629595963,0.1560696268690633,0.08708812434668,0.012134708903331364,0.146607280825342,0.1976457755760578,0.16904967504431215,0.030341317093123665,0.04328500659001045,0.06178248420669909,0.18650184065809208,0.14609825932827342,0.04035813298186611,0.19980002726900878,0.05196564104894787,0.19262827796209608,0.19739126482752353,0.19657319456437758,0.19773667227196293,0.21220742626005545,0.1731400263600418,0.17693950824887517,0.7841203472253784,0.7394991592055629
159,P,0.15988728809707767,0.20458119347361722,0.18991955642412398,0.165413807208108,0.14508930600372677,0.12303776757714857,0.17097668499750035,0.16294141707948917,0.15034313502704177,0.18037540335408808,0.175939644593919,0.15076125982820524,0.19310094078080262,0.16134163523155934,0.155778757442167,0.15795118847429895,0.1538881061673408,0.19950006817252192,0.17912102895059764,0.18629277825751034,0.16182338771985638,0.17661228014361677,0.8553833568149798,0.7718765622869609
160,,,,,,,,,,,,,,,,,,,,,,,,,
161,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
162,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
163,4,1,5038,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/26/2023 7:10:15 PM,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
165,Background information,,,,,,,,,,,,,,,,,,,,,,,,
166,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
167,4,Jez US LUM 384 (cps),0,432,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,
169,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
170,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
171,A,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
172,B,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
173,C,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
174,D,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
175,E,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
176,F,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
177,G,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
178,H,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
179,I,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
180,J,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
181,K,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
182,L,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
183,M,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
184,N,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
185,O,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
186,P,0.71626780059,0.71626780059,,,,,,,,,,,,,,,,,,,,,0.71626780059,0.71626780059
187,,,,,,,,,,,,,,,,,,,,,,,,,
188,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
189,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
190,4,1,5038,14.01,17.9,18.02,55.4,55.5,18.39,18.31,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/26/2023 7:10:15 PM,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,
192,Background information,,,,,,,,,,,,,,,,,,,,,,,,
193,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
194,4,Jez US LUM 384 (cps),0,432,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,
196,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
197,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
198,A,0.14783289604816238,0.16932088596009517,0.17967335814672442,0.10409420953078284,0.14458885024508308,0.15700571521549006,0.16244635629588952,0.14114141599040006,0.1307380966908699,0.1406024365936502,0.17142595643419367,0.22110358573840178,0.1762462627372018,0.16073789330241828,0.20337828218113777,0.1760327048630179,0.16136839750238982,0.16741920393760043,0.20517826997783065,0.20136473651026096,0.168436146195619,0.1684564850407794,0.885777045579352,0.7430491996664429
199,B,0.15902943030894706,0.150110846706124,0.1782699778306588,0.1614497528830313,0.18350723045945452,0.16869038176012366,0.1712530762503305,0.17180222506966056,0.18064962271442228,0.17492423780177763,0.025637114324648647,0.1576260499928814,0.17749710171456465,0.1474667968352757,0.19293428519128683,0.14326682530965892,0.14785323489332275,0.15200235930603861,0.024986271279516747,0.11972461203652857,0.15805316574124922,0.1475481522159172,0.8214656171822564,0.7784286208229096
200,C,0.12750422031037079,0.17653100656944698,0.1478227266255822,0.13831431651310838,0.07921980189964814,0.15990400065084304,0.2014664307360628,0.14914475156100637,0.16853784042142086,0.15817519881221145,0.22814082616389042,0.1931173347977302,0.16554803018284622,0.20047999674578476,0.1212907031138772,0.16509040616673784,0.14547359000955926,0.14524986271279516,0.18037504830475726,0.19675798808143674,0.1633412654829459,0.18101572192730897,0.8756889783798076,0.8045233591636667
201,D,0.1555413183639433,0.15854129802509814,0.1462362967030732,0.17799540342099376,0.14898204079972338,0.1465413793804788,0.1687412288730246,0.15118880549962374,0.1624056786055688,0.16034128582179105,0.20511725344234955,0.19957491813614822,0.15764638883804177,0.13566009721967986,0.18750381353346757,0.1688124148310859,0.10747045782740457,0.17492423780177763,0.07674863221266297,0.16376838123131368,0.16300567453779974,0.14968373095775622,1.0,0.8033538755669453
202,E,0.14899221022230358,0.1976427278459129,0.17949030854028108,0.020287998047470866,0.14396851546769174,0.14748713568043606,0.2048630178778449,0.1681514023633738,0.1936868224622206,0.15511420261557549,0.20229015396505787,0.2096223076453719,0.18024284581121483,0.19509020277828626,0.15767689710578234,0.16363617873777128,0.04791831919783595,0.17683608924685257,0.1415380234710273,0.18937498728822177,0.18810380946569855,0.1980189964813798,0.8628958447739338,0.8029979457766389
203,F,0.1536599751866089,0.1828665568369028,0.159080277421848,0.21481888258384688,0.164988711940936,0.15686334329936746,0.2030528606585718,0.014633799092887506,0.1820733418756483,0.1643276994732239,0.1936156365041593,0.18274452376594058,0.1640531250635589,0.1865377183883499,0.21492057680964874,0.17237171273415094,0.169310716537515,0.16860902637948216,0.1675208981634023,0.17362255171151383,0.20079524884577055,0.1853072182561474,0.8712957878251673,0.8237639066853784
204,G,0.13197876624565258,0.17151748123741534,0.17512762625338132,0.18130046575955416,0.18600890841418025,0.19624951695242743,0.17230052677608965,0.19362580592673947,0.15974128988956007,0.18716822258832144,0.1662090426505583,0.1726259482986556,0.18161571785953995,0.16137856692497,0.18865295828502857,0.21808326723208657,0.14762950759655866,0.18519535460776537,0.18636483820448674,0.2005410132812659,0.17367339882441474,0.17854455224032378,0.8729228954379971,0.8183639432952997
205,H,0.14900237964488378,0.14735493318689366,0.17909370105965383,0.19949356275550675,0.15916163280248946,0.1853275571013078,0.19762238900075255,0.00651859987389916,0.15527691337685845,0.15894807492830557,0.17746659344682408,0.0028169300547114936,0.14326682530965892,0.1862529745561047,0.2024732035715012,0.1850326438464824,0.17105985722130698,0.17669371733072997,0.17320560538572619,0.2000223727296764,0.18682246222059512,0.17646999003396588,0.8886855004372852,0.8224113734822137
206,I,0.15733113673805602,0.1781886224500173,0.14641934630951656,0.16176500498301707,0.14192446152907437,0.2151849817967336,0.1793377672015783,0.18290723452722354,0.1571277482864523,0.14944983423841193,0.1540972603575569,0.03930481827241849,0.18071063924990338,0.1677954725730673,0.1713954481664531,0.18583602823031709,0.17280899790509896,0.18001911851445074,0.21727988284825187,0.1757886387210934,0.17542253950820672,0.2004698273232046,0.8641771920190372,0.821058840279049
207,J,0.14181259788069234,0.14409054853865397,0.1611548396282059,0.015081253686415686,0.12926353041674293,0.1913783635365184,0.1836597717981573,0.17411068399536275,0.15896841377346593,0.16365651758293165,0.15984298411536194,0.0,0.17171070026643886,0.2042833607907743,0.19105294201395245,0.1707547745439014,0.16480566233449265,0.2044155632843167,0.15190066508023675,0.20715113795838672,0.14733459434173327,0.1716903614212785,0.8778652348119673,0.8257672829336751
208,K,0.15852095917993778,0.19365631419448004,0.16038196351211179,0.16337177375068643,0.16976834055362336,0.18125978806923343,0.18443264791425143,0.19560884332987574,0.1767343950210507,0.18791059043667502,0.18688347875607622,0.17720218845973926,0.18018182927573373,0.1791852258628755,0.16359550104745052,0.17953098623060182,0.18224622205951146,0.17792421746293247,0.1858970447657982,0.20289014989728882,0.1802123375434743,0.17103951837614662,0.8966990054304717,0.8274554070819858
209,L,0.17119205971484938,0.16480566233449265,0.16690056338601095,0.14755832163849736,0.1374397461712124,0.16039213293469196,0.16550735249252546,0.14256513515162608,0.1564667358187402,0.11709073158826042,0.17260560945349523,0.19665629385563488,0.17318526654056582,0.1380295726808632,0.15645656639616,0.2078121504260988,0.1604429800475929,0.18714788374316108,0.1877885573657128,0.1641954969796815,0.16662598897634592,0.14383631297414934,0.8692619033091301,0.8320418166656497
210,M,0.1650497284764171,0.17242255984705188,0.15540911587040088,0.16882258425366609,0.16406329448613907,0.21685276709988408,0.2197205442674965,0.1898631195720707,0.1821546972562898,0.13497874590680742,0.1957003681330974,0.20322574084243497,0.15125999145768504,0.1757174527630321,0.18828685907214188,0.22182561474159498,0.1840055321658836,0.20114100921349687,0.022199849492545814,0.1553786076026603,0.1875444912237883,0.15555148778652347,0.8856550125083897,0.833424858136555
211,N,0.12585677385238067,0.17492423780177763,0.19105294201395245,0.16783615026338805,0.08030793011572802,0.16369719527325238,0.19319869017837168,0.17027681168263267,0.15252099985762807,0.20844265462607034,0.20187320763927025,0.13270079524884576,0.17062257205035897,0.18612077206256228,0.19754103362011105,0.1962901946427482,0.19369699188480077,0.19037159070107998,0.1707649439664816,0.029725222201883377,0.15491081416397176,0.1669920881892326,0.8838346858665365,0.8308825024915085
212,O,0.15518538857363678,0.1623853397604084,0.17637846523074419,0.16470396810869078,0.17324628307604695,0.18381231313686008,0.1935241117009376,0.17194459698578315,0.15685317387678727,0.15829723188317368,0.10813147029511665,0.19655459962983302,0.17568694449529157,0.18168690381760125,0.20892061748733906,0.2075375760164338,0.15040575996094943,0.1770191388532959,0.22806964020582912,0.17892082087579067,0.16475481522159172,0.18406654870136474,0.8784143836312974,0.8106961986698396
213,P,0.14546342058697906,0.1153009132141477,0.15812435169931052,0.1674293733601806,0.18301909817560558,0.20657148087131613,0.20620538165842944,0.16331075721520533,0.1586226534057396,0.1326194398682043,0.16223279842170563,0.20967315475827283,0.18302926759818577,0.17577846929851323,0.16508023674415767,0.1438464823967295,0.21411719242581406,0.1971444261394838,0.2135782130290642,0.1799174242886489,0.19392071918156487,0.18612077206256228,0.8904346411210772,0.8175808977566253
214,,,,,,,,,,,,,,,,,,,,,,,,,
215,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
216,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
217,5,1,5039,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/26/2023 7:11:51 PM,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,
219,Background information,,,,,,,,,,,,,,,,,,,,,,,,
220,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
221,5,Jez US LUM 384 (cps),0,512,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,
223,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
224,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
225,A,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
226,B,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
227,C,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
228,D,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
229,E,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
230,F,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
231,G,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
232,H,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
233,I,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
234,J,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
235,K,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
236,L,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
237,M,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
238,N,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
239,O,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
240,P,0.59755765658,0.59755765658,,,,,,,,,,,,,,,,,,,,,0.59755765658,0.59755765658
241,,,,,,,,,,,,,,,,,,,,,,,,,
242,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
243,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
244,5,1,5039,14.01,18.02,18.02,55.5,55.5,18.41,18.31,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/26/2023 7:11:51 PM,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,
246,Background information,,,,,,,,,,,,,,,,,,,,,,,,
247,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
248,5,Jez US LUM 384 (cps),0,512,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,
250,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
251,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
252,A,0.1704927546126406,0.17551929543088293,0.17318097253750703,0.13194456297257165,0.14885900083633447,0.13150079366433973,0.1699209749270341,0.15700899486251685,0.1597142808376999,0.17142296335489596,0.16649883083855332,0.1587072658690198,0.14611104473535988,0.18995886599873696,0.1967775521002236,0.18041782587175068,0.12563791838058339,0.13577634026865112,0.16458720920309272,0.15977401901380806,0.10955981498233457,0.1258085988837495,0.732048678079503,0.7056614722900203
253,B,0.09541040126986294,0.154448787315025,0.13883152127532472,0.17108160234856373,0.1832511222243083,0.1942941507791565,0.2066172831077506,0.2061905818498353,0.2020515796480568,0.17768693782109268,0.1500110942327058,0.18414719486593045,0.17704688593421974,0.20726586901978186,0.10956834900749288,0.19577053713154347,0.15577156121456245,0.17033060813463277,0.16406663366843605,0.17527180870129205,0.15476454624588235,0.1439348683199918,0.810595845636553,0.7573776647493556
254,C,0.06124016453600505,0.1840277185137142,0.18373756165833177,0.16173684480021847,0.15972281486285822,0.2153219887692229,0.21689224939835122,0.1956937309051187,0.018245745788458584,0.16858966700233832,0.20193210329584052,0.18133096656368944,0.07982727133079588,0.22245643380156685,0.23303862499786648,0.18231237945689463,0.18569185341958389,0.16669511341719434,0.21015036952328936,0.17259212480158392,0.161054122787554,0.1821075628530953,1.0,0.8091962655105908
255,D,0.12185734523545376,0.17398317090238782,0.1948488624144464,0.20913482052945093,0.12445168888357883,0.2294714024816945,0.2278158016009831,0.2096553960641076,0.24169212650838895,0.1879192339859018,0.20787178480602161,0.21348717336018708,0.1652101930396491,0.16862380310297154,0.16736930140470055,0.12598781341207393,0.17377835429858848,0.1654918158698732,0.14705832152793186,0.18826059499223405,0.1954035740497363,0.18801310826264317,0.8878287733192237,0.830889757463005
256,E,0.1593985219068426,0.20050692109440338,0.19023195480380276,0.21165235795115123,0.17487070951885167,0.2330215569475499,0.019141818430080733,0.20650634078069263,0.05515540459813276,0.017068050316612335,0.0809622966768506,0.16635375241086212,0.05594906893785523,0.19367970096775844,0.0,0.1497294714024817,0.16608066360579632,0.18048609807301713,0.13861817064636706,0.20333168342180272,0.013773916605506153,0.17927426650053765,0.8834764204884876,0.8166806055744252
257,F,0.16269265561794877,0.17235317209715134,0.20158220826434997,0.19938896379866528,0.25639625185615045,0.21943538889552647,0.08849784089163495,0.22245643380156685,0.20355356807591868,0.19635085084230827,0.1913840482001741,0.20442403864206593,0.1790779839218966,0.2182320913482053,0.13290037379030192,0.1920753042379969,0.17765280172045947,0.18686101486627182,0.19862943555957602,0.21500622983836556,0.17688473945621191,0.15145334448445955,0.8795251668401919,0.8317858301046271
258,G,0.17454641656283604,0.17430746385840346,0.2226612504053662,0.19286896857771937,0.2254262745566574,0.22467528034272646,0.21667889876939359,0.2084179624161532,0.23436139889740396,0.23425899059550429,0.23854307122497398,0.22536653638054924,0.20499581832767244,0.1890457253067982,0.1823977197084777,0.18486405297922817,0.2009165543020021,0.19985833518237212,0.2207154926692724,0.24233217839526192,0.19291163870351088,0.18746693065251158,0.9385464848350373,0.8283636860161464
259,H,0.1624707709638328,0.17308709826076568,0.1959326836095513,0.20293911826452066,0.20180409291846593,0.19311645530731025,0.20611377562341054,0.20891293587533497,0.21788219631671474,0.18395091228728944,0.20437283449111607,0.18512860775913567,0.1960948300875591,0.1782501834815409,0.23396883374012187,0.1933468739865845,0.22482889279557597,0.20358770417655192,0.2149123555616242,0.20311833279284508,0.1977589649934288,0.18232944750721125,0.8884261550803052,0.8033589923023093
260,I,0.18324258819915,0.18637457543224836,0.18913106555838127,0.2140845551212685,0.19456723958422228,0.2174128249330079,0.17980337606035263,0.21970847770059226,0.24048029493590947,0.21152434757377664,0.2059174930447695,0.20805953335950433,0.18870436430046597,0.17405144310365428,0.1929031046783526,0.22484596084589256,0.14398607247094164,0.18332792845073306,0.17707248800969466,0.18189421222413762,0.21759203946133232,0.1837887658092816,0.9127993309324276,0.8380583385959822
261,J,0.16388741914011162,0.18105787775862364,0.12439195070747068,0.06707743774428647,0.17264332895253376,0.2092457628565089,0.19179368140777278,0.2211421939271877,0.2456604482070013,0.065029271706293,0.20235880455375582,0.20000341361006332,0.17780641417330897,0.20252095103176365,0.01233166635375241,0.0049412005666592705,0.17079144549318132,0.1984502210312516,0.2073000051204151,0.24171772858386387,0.2268173206574613,0.19215211046442165,0.8917544248920446,0.8177217566437386
262,K,0.15359538479919438,0.21515984229121507,0.195395040024578,0.14094795951458464,0.20214545392479816,0.19201556606188874,0.20551639386232912,0.2081448736110874,0.1602689924729898,0.19827100650292717,0.20540545153527112,0.21113178241649455,0.18664766423731416,0.22050214204031474,0.22186758606564372,0.20683063373670826,0.22375360562562938,0.2016504804656164,0.19746027411288808,0.1930481831060438,0.18358394920548227,0.21311167625322158,0.9350987386710816,0.8622437658946218
