,Unnamed: 0,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
115,115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
117,117,A,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
118,118,B,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
119,119,C,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
120,120,D,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
121,121,E,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
122,122,F,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
123,123,G,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
124,124,H,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
125,125,I,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
126,126,J,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
127,127,K,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
128,128,L,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
129,129,M,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
130,130,N,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
131,131,O,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
132,132,P,0.799181134,0.799181134,,,,,,,,,,,,,,,,,,,,,,0.799181134,,,,,,,
133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,,,,
136,136,3,1,5037,14.01,17.21,17.33,63.7,63.7,17.61,17.72,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/19/23 15:05,,,,,,,,,,,,,,,
137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,3,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
144,144,A,-0.2627627917510095,-0.2568732376298114,-0.2113630466932807,-0.21885884284753285,-0.21296928872633475,-0.2445587153763972,-0.25205451153064934,-0.24616495740945124,-0.22689005301280293,-0.24027540328825317,-0.19583604037375849,-0.20547349257208267,-0.2499128554865773,-0.2509836835086133,-0.230637951089929,-0.21350470273735273,-0.20975680466022673,-0.23920457526621713,-0.21243387471531672,-0.2627627917510095,-0.24562954339843324,-0.24027540328825317,-0.3055959126324501,4.3776704417420635,,N05,Bifonazole,,C07,Amiodarone,
145,145,B,-0.23385043515603704,-0.24562954339843324,-0.19958393845088454,-0.19851311042884853,-0.2386691612551991,-0.2504482694975953,-0.230637951089929,-0.2386691612551991,-0.2027964225169926,-0.2038672505390286,-0.17174240987794814,-0.2027964225169926,-0.16103412965758798,-0.2386691612551991,-0.19744228240681252,-0.18780483020848837,-0.18619858817543433,-0.22956712306789298,-0.20600890658310061,-0.20815056262717266,-0.2086859766381907,-0.23438584916705504,-0.30184801455532406,4.4826115879015935,,L06,Ziprasidone,,G08,Nadide,
146,146,C,-0.21671718680346078,-0.22046508488058686,-0.19369438432968647,-0.20600890658310061,-0.231708779111965,-0.23492126317807305,-0.2798960401035857,-0.2359920912001091,-0.19208814229663243,-0.19208814229663243,-0.21671718680346078,-0.19958393845088454,-0.21939425685855085,-0.231173365100947,-0.19262355630765043,-0.1749548939440562,-0.1840569321313623,-0.23438584916705504,-0.2038672505390286,-0.20440266455004663,-0.22100049889160486,-0.23438584916705504,-0.3050604986214321,4.4826115879015935,,N15,Oxiconazole,,D10,Methylene Blue,
147,147,D,-0.21457553075938873,-0.23438584916705504,-0.22207132691364087,-0.2113630466932807,-0.22742546702382094,-0.23492126317807305,-0.22153591290262287,-0.2386691612551991,-0.21832342883651482,-0.27293565796035163,-0.19851311042884853,-0.18352151812034434,-0.2359920912001091,-0.2386691612551991,-0.1813798620762723,-0.16531744174573204,-0.17227782388896615,-0.23277960713400103,-0.19262355630765043,-0.20922139064920867,-0.19530062636274048,-0.22581922499076693,-0.3045250846104141,4.519019740650818,,H22,Amorolfine,,,,
148,148,E,-0.2177880148254968,-0.24081081729927112,-0.1888756582305244,-0.21243387471531672,-0.19744228240681252,-0.2568732376298114,-0.231708779111965,-0.2375983332331631,-0.17870279202118222,-0.17977362004321823,-0.19530062636274048,-0.1824506900983083,-0.1851277601533983,-0.2086859766381907,-0.1760257219660922,-0.15407374751435388,-0.2027964225169926,-0.2177880148254968,-0.19422979834070447,-0.17227782388896615,-0.2027964225169926,-0.19208814229663243,-0.299170944500234,4.720870822804607,,,,,,,
149,149,F,-0.20815056262717266,-0.1851277601533983,-0.21296928872633475,-0.18726941619747034,-0.1840569321313623,-0.17174240987794814,-0.20707973460513665,-0.2627627917510095,-0.18352151812034434,-0.1888756582305244,-0.18566317416441636,-0.1754903079550742,-0.22796088103483894,-0.2236775689466949,-0.18352151812034434,-0.16424661372369603,-0.15996330163555197,-0.23492126317807305,-0.1738840659220202,-0.20333183652801062,-0.21243387471531672,-0.1969068683957945,-0.30880839669855814,4.204731716183248,,,,,,,
150,150,G,-0.21671718680346078,-0.22689005301280293,-0.22956712306789298,-0.19315897031866847,-0.17281323789998415,-0.2172526008144788,-0.21029221867124467,-0.27936062609256773,-0.17977362004321823,-0.18726941619747034,-0.19744228240681252,-0.18780483020848837,-0.18298610410932628,-0.22849629504585697,-0.1701361678448941,-0.17174240987794814,-0.19101731427459642,-0.1738840659220202,-0.1679945118008221,-0.18834024421950635,-0.19315897031866847,-0.2049380785610646,-0.30131260054430603,4.600402670325556,,,,,,,
151,151,H,-0.2038672505390286,-0.20975680466022673,-0.1765611359771102,-0.19208814229663243,-0.19208814229663243,-0.21885884284753285,-0.17870279202118222,-0.17709654998812824,-0.18566317416441636,-0.18726941619747034,-0.16210495767962402,-0.1894110722415424,-0.19476521235172248,-0.16531744174573204,-0.1696007538338761,-0.1685299258118401,-0.1813798620762723,-0.2151109447704068,-0.16692368377878608,-0.17709654998812824,-0.22635463900178493,-0.11766559476512933,-0.30291884257736007,4.922186490947378,,,,,,,
152,152,I,-0.21296928872633475,-0.2113630466932807,-0.19530062636274048,-0.2049380785610646,-0.18619858817543433,-0.18994648625256041,-0.18834024421950635,-0.1888756582305244,-0.17763196399914621,-0.16745909778980408,-0.19476521235172248,-0.19744228240681252,-0.16745909778980408,-0.19958393845088454,-0.2038672505390286,-0.17763196399914621,-0.1851277601533983,-0.1824506900983083,-0.20815056262717266,-0.18298610410932628,-0.17923820603220028,-0.20707973460513665,-0.30291884257736007,4.988577828313612,,,,,,,
153,153,J,-0.21939425685855085,-0.20761514861615468,-0.22581922499076693,-0.17281323789998415,-0.19369438432968647,-0.19958393845088454,-0.2027964225169926,-0.19583604037375849,-0.1696007538338761,-0.17763196399914621,-0.1851277601533983,-0.19208814229663243,-0.20922139064920867,-0.17870279202118222,-0.1428300532829757,-0.15889247361351594,-0.1679945118008221,-0.16531744174573204,-0.1765611359771102,-0.1963714543847765,-0.19101731427459642,-0.1701361678448941,-0.3045250846104141,5.187216426401292,,,,,,,
154,154,K,-0.20547349257208267,-0.20333183652801062,-0.2022610085059746,-0.20172559449495656,-0.19958393845088454,-0.2151109447704068,-0.19315897031866847,-0.20815056262717266,-0.16531744174573204,-0.21992967086956886,-0.22528381097974892,-0.1851277601533983,-0.20975680466022673,-0.20440266455004663,-0.1712069958669301,-0.16210495767962402,-0.17174240987794814,-0.20707973460513665,-0.20333183652801062,-0.19369438432968647,-0.2049380785610646,-0.19208814229663243,-0.3072021546655041,4.903982414572766,,,,,,,
155,155,L,-0.2038672505390286,-0.2177880148254968,-0.2086859766381907,-0.20172559449495656,-0.1851277601533983,-0.0330701810242841,-0.19369438432968647,-0.17977362004321823,-0.2022610085059746,-0.19904852443986654,-0.2151109447704068,-0.20065476647292055,-0.18619858817543433,-0.20333183652801062,-0.19208814229663243,-0.17174240987794814,-0.2038672505390286,-0.24509412938741523,-0.20065476647292055,-0.19797769641783053,-0.1813798620762723,-0.20815056262717266,-0.30773756867652213,4.737468657146166,,,,,,,
156,156,M,-0.23652750521112706,-0.22635463900178493,-0.20761514861615468,-0.20011935246190254,-0.2086859766381907,-0.1824506900983083,-0.1754903079550742,-0.19851311042884853,-0.22153591290262287,-0.17870279202118222,-0.20654432059411867,-0.17923820603220028,-0.14015298322788566,-0.1712069958669301,-0.23545667718909105,-0.1851277601533983,-0.23652750521112706,-0.18298610410932628,-0.17816737801016425,-0.22528381097974892,-0.18352151812034434,-0.19851311042884853,-0.30238342856634204,4.843480631327731,,,,,,,
157,157,N,-0.21939425685855085,-0.2236775689466949,-0.21404011674837076,-0.21296928872633475,-0.03681807910141019,-0.21029221867124467,-0.20975680466022673,-0.22689005301280293,-0.22742546702382094,-0.18726941619747034,-0.17870279202118222,-0.18726941619747034,-0.23277960713400103,-0.232244193122983,-0.0651950216853646,-0.18084444806525427,-0.16156954366860599,-0.230637951089929,-0.2359920912001091,-0.21350470273735273,-0.19797769641783053,-0.19958393845088454,-0.3114854667536482,5.062464961834096,,,,,,,
158,158,O,-0.231708779111965,-0.2049380785610646,-0.2600857216959194,-0.2590148936738834,-0.231708779111965,-0.21671718680346078,-0.20975680466022673,-0.22474839696873092,-0.22581922499076693,-0.22742546702382094,-0.23438584916705504,-0.20707973460513665,-0.24562954339843324,-0.19851311042884853,-0.1765611359771102,-0.21671718680346078,-0.2429524733433432,-0.17174240987794814,-0.20119018048393855,-0.2397399892772351,-0.22581922499076693,-0.2429524733433432,-0.31202088076466616,5.073708656065475,,,,,,,
159,159,P,-0.2397399892772351,-0.1690653398228581,-0.2161817727924428,-0.231173365100947,-0.20815056262717266,-0.25473158158573933,-0.22849629504585697,-0.23492126317807305,-0.21832342883651482,-0.23385043515603704,-0.2038672505390286,-0.21029221867124467,-0.2429524733433432,-0.24081081729927112,-0.1963714543847765,-0.19315897031866847,-0.21404011674837076,-0.24188164532130713,-0.1754903079550742,-0.17763196399914621,-0.2022610085059746,-0.15675081756944392,-0.3082729826875401,5.3301719673431,,,,,,,
160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,162,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,,,,
163,163,4,1,5038,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/19/23 15:07,,,,,,,,,,,,,,,,,,,,
164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,165,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
167,167,4,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,169,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
171,171,A,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
172,172,B,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
173,173,C,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
174,174,D,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
175,175,E,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
176,176,F,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
177,177,G,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
178,178,H,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
179,179,I,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
180,180,J,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
181,181,K,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
182,182,L,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
183,183,M,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
184,184,N,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
185,185,O,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
186,186,P,0.81040198,0.81040198,,,,,,,,,,,,,,,,,,,,,,0.81040198,,,,,,,
187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,188,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,189,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,,,,
190,190,4,1,5038,14.01,17.31,17.43,63.7,63.6,17.71,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/19/23 15:07,,,,,,,,,,,,,,,
191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,192,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,193,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
194,194,4,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,196,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,197,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
198,198,A,-0.21898441966314028,-0.23569849195284984,-0.20758846128379294,-0.22126361133900982,-0.24709445033219724,-0.23341930027698035,-0.24177633642183513,-0.198471694580315,-0.25089310312531304,-0.24177633642183513,-0.21822468910451714,-0.2349387613942267,-0.24709445033219724,-0.25089310312531304,-0.25317229480118253,-0.20682873072516975,-0.23721795307009616,-0.2562112170356751,-0.22582199469074876,-0.2037898084906771,-0.26228906150466047,-0.26456825318052996,-0.28963936161509424,4.400177376765675,,E04,voriconazole,,I12,Evans Blue,
199,199,B,-0.26304879206328363,-0.19391331122857605,-0.22202334189763295,-0.19619250290444548,-0.24405552809770462,-0.23265956971835716,-0.20986765295966237,-0.20758846128379294,-0.212906575194155,-0.24101660586321197,-0.23114010860111087,-0.2053092696079234,-0.23341930027698035,-0.24709445033219724,-0.24253606698045826,-0.212906575194155,-0.24177633642183513,-0.2037898084906771,-0.08223291911097146,-0.21746495854589398,-0.22582199469074876,-0.24709445033219724,-0.26380852262190674,4.220121234371986,,B19,,,D19,Meclizine,
200,200,C,-0.2349387613942267,-0.19999115569756126,-0.21214684463553188,-0.20758846128379294,-0.1658032805595191,-0.24937364200806675,-0.22962064748386454,-0.19695223346306864,-0.22278307245625611,-0.212906575194155,-0.1809978917319823,-0.23569849195284984,-0.23265956971835716,-0.2379776836287193,-0.24101660586321197,-0.19315358066995286,-0.2341790308356035,-0.21898441966314028,-0.21898441966314028,-0.21898441966314028,-0.22126361133900982,-0.24025687530458878,-0.255451486477052,4.536169146759221,,M19,,,,,
201,201,D,-0.21670522798727085,-0.19999115569756126,-0.26912663653226887,-0.19087438899408335,-0.2151857668700245,-0.21822468910451714,-0.20910792240103923,-0.21822468910451714,-0.23341930027698035,-0.22582199469074876,-0.18403681396647495,-0.2053092696079234,-0.23265956971835716,-0.23114010860111087,-0.24481525865632775,-0.21138711407690872,-0.21822468910451714,-0.21822468910451714,-0.288879631056471,-0.20758846128379294,-0.19011465843546022,-0.25469175591842885,-0.2592501392701678,4.490585313241831,,F08,,,,,
202,202,E,-0.19695223346306864,-0.20986765295966237,-0.19011465843546022,-0.033610163359089194,-0.17947843061473598,-0.23038037804248773,-0.18783546675959073,-0.19695223346306864,-0.16732274167676542,-0.18555627508372124,-0.2136663057527782,-0.18327708340785176,-0.19543277234582232,-0.2265817252493719,-0.23341930027698035,-0.19695223346306864,-0.1809978917319823,-0.21594549742864766,-0.12477783039386842,-0.2015106168148076,-0.22962064748386454,-0.22202334189763295,-0.2683669059736457,4.426008215758863,,E19,,,,,
203,203,F,-0.20910792240103923,-0.18859519731821392,-0.19391331122857605,-0.17795896949748963,-0.2250622641321256,-0.19543277234582232,-0.19391331122857605,-0.10426510531104309,-0.2037898084906771,-0.22962064748386454,-0.18327708340785176,-0.18631600564234438,-0.22582199469074876,-0.22354280301487925,-0.22278307245625611,-0.18403681396647495,-0.21898441966314028,-0.18175762229060544,-0.18631600564234438,-0.17795896949748963,-0.19315358066995286,-0.22354280301487925,-0.28508097826335527,4.650888461111318,,,,,,,
204,204,G,-0.20758846128379294,-0.22962064748386454,-0.21138711407690872,-0.18859519731821392,-0.18327708340785176,-0.21974415022176347,-0.15288786106292535,-0.17416031670437385,-0.20454953904930026,-0.16884220279401171,-0.17719923893886647,-0.17188112502850436,-0.17795896949748963,-0.23189983915973403,-0.18175762229060544,-0.16884220279401171,-0.20303007793205397,-0.19695223346306864,-0.1923938501113297,-0.2015106168148076,-0.20910792240103923,-0.20834819184241607,-0.2843212477047321,4.943384726181234,,,,,,,
205,205,H,-0.20454953904930026,-0.19999115569756126,-0.19999115569756126,-0.1847965445250981,-0.18327708340785176,-0.15440732218017167,-0.1809978917319823,-0.14984893882843273,-0.17871870005611282,-0.17416031670437385,-0.18023816117335917,-0.18403681396647495,-0.17188112502850436,-0.21442603631140134,-0.20986765295966237,-0.17264085558712752,-0.16732274167676542,-0.16732274167676542,-0.1809978917319823,-0.198471694580315,-0.20454953904930026,-0.20758846128379294,-0.27976286435299313,4.94946257065022,,,,,,,
206,206,I,-0.21214684463553188,-0.21442603631140134,-0.18023816117335917,-0.19087438899408335,-0.1923938501113297,-0.21746495854589398,-0.17492004726299704,-0.17871870005611282,-0.22810118636661822,-0.18327708340785176,-0.1711213944698812,-0.2941977449668332,-0.16656301111814223,-0.19011465843546022,-0.16808247223538855,-0.17492004726299704,-0.18023816117335917,-0.20303007793205397,-0.2015106168148076,-0.20910792240103923,-0.18707573620096757,-0.20986765295966237,-0.2729252893253847,4.868931131436165,,,,,,,
207,207,J,-0.20986765295966237,-0.20986765295966237,-0.2037898084906771,-0.18403681396647495,-0.20682873072516975,-0.22050388078038663,-0.19923142513893813,-0.1923938501113297,-0.212906575194155,-0.20303007793205397,-0.16732274167676542,-0.2501333725666899,-0.17567977782162017,-0.21594549742864766,-0.21594549742864766,-0.1809978917319823,-0.22278307245625611,-0.17492004726299704,-0.19011465843546022,-0.18859519731821392,-0.19999115569756126,-0.21594549742864766,-0.10958321922140522,5.0375913154505065,,,,,,,
208,208,K,-0.19543277234582232,-0.20910792240103923,-0.20606900016654658,-0.19923142513893813,-0.22354280301487925,-0.21898441966314028,-0.18023816117335917,-0.18935492787683708,-0.18555627508372124,-0.1483294777111864,-0.22050388078038663,-0.18175762229060544,-0.14756974715256324,-0.2349387613942267,-0.24177633642183513,-0.1711213944698812,-0.23569849195284984,-0.19011465843546022,-0.18859519731821392,-0.20606900016654658,-0.19543277234582232,-0.21822468910451714,-0.25089310312531304,5.086214071202388,,,,,,,
209,209,L,-0.21974415022176347,-0.21214684463553188,-0.19695223346306864,-0.21974415022176347,-0.19619250290444548,-0.21594549742864766,-0.212906575194155,-0.1825173528492286,-0.18403681396647495,-0.1847965445250981,-0.18555627508372124,-0.17947843061473598,-0.20454953904930026,-0.2265817252493719,-0.23341930027698035,-0.18783546675959073,-0.236458222511473,-0.19315358066995286,-0.1809978917319823,-0.21214684463553188,-0.20303007793205397,-0.22810118636661822,-0.23114010860111087,5.1340770963956475,,,,,,,
210,210,M,-0.2243025335735024,-0.21974415022176347,-0.20758846128379294,-0.18403681396647495,-0.18859519731821392,-0.19315358066995286,-0.17871870005611282,-0.17947843061473598,-0.20758846128379294,-0.22810118636661822,-0.17795896949748963,-0.1916341195527065,-0.17492004726299704,-0.1916341195527065,-0.20986765295966237,-0.21442603631140134,-0.15668651385604115,-0.17340058614575068,-0.08755103302133355,-0.18023816117335917,-0.19619250290444548,-0.19695223346306864,-0.27520448100125416,4.947943109532973,,,,,,,
211,211,N,-0.22126361133900982,-0.20834819184241607,-0.21822468910451714,-0.19391331122857605,-0.22050388078038663,-0.255451486477052,-0.20454953904930026,-0.22962064748386454,-0.20227034737343078,-0.2463347197735741,-0.18631600564234438,-0.18403681396647495,-0.18935492787683708,-0.22886091692524138,-0.24025687530458878,-0.21822468910451714,-0.19391331122857605,-0.17492004726299704,-0.1620046277664033,-0.20834819184241607,-0.21138711407690872,-0.19619250290444548,-0.2820420560288626,4.716985019711532,,,,,,,
212,212,O,-0.22962064748386454,-0.23569849195284984,-0.21214684463553188,-0.20834819184241607,-0.20834819184241607,-0.18783546675959073,-0.19923142513893813,-0.19923142513893813,-0.18859519731821392,-0.21594549742864766,-0.23949714474596565,-0.1923938501113297,-0.19619250290444548,-0.18023816117335917,-0.21670522798727085,-0.18707573620096757,-0.21442603631140134,-0.2516528336839362,-0.2349387613942267,-0.18631600564234438,-0.20454953904930026,-0.21670522798727085,-0.2782434032357468,5.239679644044267,,,,,,,
213,213,P,-0.17036166391125804,-0.21062738351828553,-0.21746495854589398,-0.21670522798727085,-0.23189983915973403,-0.23114010860111087,-0.19695223346306864,-0.20758846128379294,-0.21822468910451714,-0.22202334189763295,-0.22050388078038663,-0.19999115569756126,-0.20758846128379294,-0.2501333725666899,-0.2501333725666899,-0.21594549742864766,-0.20910792240103923,-0.19543277234582232,-0.21594549742864766,-0.20910792240103923,-0.20758846128379294,-0.24937364200806675,-0.28356151714610894,4.8157499923325435,,,,,,,
214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,215,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,,,,
217,217,5,1,5039,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/19/23 15:08,,,,,,,,,,,,,,,,,,,,
218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,220,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,5,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
225,225,A,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
226,226,B,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
227,227,C,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
228,228,D,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
229,229,E,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
230,230,F,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
231,231,G,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
232,232,H,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
233,233,I,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
234,234,J,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
235,235,K,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
236,236,L,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
237,237,M,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
238,238,N,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
