,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,A,-0.5894584337645276,-0.6439956180389367,-0.5121974227091147,-0.5803689030521261,-0.5667346069835238,-0.5258317187777171,-0.4803840652157095,-0.507652657352914,-0.48947359592811096,-0.5485555455587208,-0.4849288305719102,-0.507652657352914,-0.48947359592811096,-0.46220500379090645,-0.4531154730785049,-0.4849288305719102,-0.5303764841339178,-0.49401836128431176,-0.4485707077223042,-0.5803689030521261,-0.54401078020252,-0.5212869534215163,2.7509441030430275,2.9418242480034595
91,B,-0.5531003109149215,-0.6394508526827359,-0.4485707077223042,-0.5849136684083268,-0.4531154730785049,-0.48947359592811096,-0.6394508526827359,-0.46220500379090645,-0.4849288305719102,-0.4394811770099027,-0.35313063524208826,-0.4576602384347057,-0.4485707077223042,-0.4667497691471072,-0.3803992273792929,-0.7530699865877547,-0.42130211558509967,-0.3849439927354936,-0.4485707077223042,-0.3576754005982891,-0.49401836128431176,-0.4667497691471072,2.9145556558662546,2.5509744273701944
92,C,-0.47129453450330794,-0.4985631266405125,-0.4167573502288989,-0.3803992273792929,-0.3985782888040959,-0.4531154730785049,-0.3576754005982891,-0.42130211558509967,-0.2758696241866755,-0.4803840652157095,-0.28041438954287623,-0.41221258487269813,-0.3849439927354936,-0.3622201659544898,-0.3713096966668913,-0.6894432716009442,-0.2304219706246679,-0.4667497691471072,-0.3440411045296868,-0.46220500379090645,-0.3803992273792929,-0.3985782888040959,2.5827877848635996,2.891831829085251
93,D,-0.5576450762711223,-0.5212869534215163,-0.4849288305719102,-0.4985631266405125,-0.41221258487269813,-0.4076678195164974,-0.5758241376959253,-0.3622201659544898,-0.36676493131069055,-0.33949633917348604,-0.37585446202309214,-0.3485858698858875,-0.3849439927354936,-0.321317277748683,-0.3485858698858875,-0.46220500379090645,-0.2895039202552777,-0.5121974227091147,-0.3349515738172853,-0.4167573502288989,-0.43493641165370195,-0.3849439927354936,2.905466125153853,2.9145556558662546
94,E,-0.3349515738172853,-0.29859345096767925,-0.25769056276187247,-0.1758847863502589,-0.20769814384366414,0.02408488932257435,-0.1577057249254558,-0.15316095956925505,-0.16225049028165653,-0.24860103204947093,-0.25314579740567167,-0.0531761217328385,-0.12134760207584973,-0.47583929985950874,-0.016817998883232446,-0.08953424458244455,0.7921502345205019,-0.20769814384366414,0.042263950747377446,-0.13498189814445208,-0.08498947922624367,-0.003183702814630086,3.169062515813497,3.6235390514335726
95,F,-0.43493641165370195,-0.25769056276187247,-0.2622353281180732,-0.2622353281180732,0.15588308465239636,-0.3167725123924823,-0.08498947922624367,-0.1895190824188611,-0.20769814384366414,-0.06681041780144072,-0.0758999485138422,-0.016817998883232446,-0.03954182566423614,-0.09407900993864529,0.08771160430938499,-0.09407900993864529,-0.13498189814445208,-0.13498189814445208,-0.13043713278825136,-0.012273233527031706,-0.19860861313126266,-0.0531761217328385,3.537188509665758,3.3054054764995198
96,G,-0.3440411045296868,-0.29404868561147846,-0.3440411045296868,-0.20769814384366414,-0.5349212494901185,-0.1667952556378574,-0.11680283671964899,-0.20769814384366414,-0.2031533784874634,-0.22133243991226642,-0.54401078020252,-0.3440411045296868,-0.11225807136344826,-0.06681041780144072,-0.3485858698858875,-0.30768298168008074,-0.06226565244523998,-0.21224290919986488,-0.10316854065104678,-0.2349667359808687,-0.2304219706246679,-0.19860861313126266,3.0145404937026714,3.4599274986103454
97,H,-0.4076678195164974,-0.43493641165370195,-0.3167725123924823,-0.5349212494901185,-0.1895190824188611,-0.26678009347427395,-0.1577057249254558,-0.17134002099405815,-0.08953424458244455,-0.507652657352914,-0.21224290919986488,-0.12134760207584973,-0.03954182566423614,-0.29859345096767925,-0.11225807136344826,-0.21678767455606568,-0.08044471387004294,-0.1667952556378574,-0.32586204310488376,-0.012273233527031706,-0.30768298168008074,-0.08953424458244455,2.891831829085251,3.0645329126208796
98,I,-0.46220500379090645,-0.4985631266405125,2.0192368806947063,-0.22587720526846716,-0.29859345096767925,-0.18497431706266038,-0.19860861313126266,-0.1577057249254558,-0.06226565244523998,-0.1758847863502589,-0.09862377529484603,-0.11225807136344826,-0.5303764841339178,-0.04408659102043688,-0.13043713278825136,-0.10771330600724752,-0.2031533784874634,-0.13952666350065282,-0.14407142885685356,-0.1667952556378574,-0.12134760207584973,-0.13952666350065282,3.223599700087906,3.505375152172353
99,J,-0.5349212494901185,-0.40312305416029665,-0.3485858698858875,-0.25314579740567167,0.25132315713261216,-0.21678767455606568,-0.38948875809169436,-0.4803840652157095,-0.44402594236610343,-0.13498189814445208,-0.2349667359808687,-0.11225807136344826,-0.19860861313126266,-0.14407142885685356,-0.17134002099405815,-0.19860861313126266,-0.20769814384366414,-0.4576602384347057,-0.29859345096767925,-0.19860861313126266,-0.7667042826563572,-0.1667952556378574,3.1781520465258986,2.9600033094282625
100,K,-0.35313063524208826,-0.2895039202552777,-0.3803992273792929,-0.22587720526846716,-0.28495915489907697,-0.14407142885685356,-0.15316095956925505,-0.37585446202309214,-0.24860103204947093,-0.5212869534215163,-0.13952666350065282,-0.22587720526846716,-0.24405626669327019,-0.09862377529484603,-0.2031533784874634,0.005905827897771393,-0.1667952556378574,-0.11225807136344826,-0.06226565244523998,-0.39403352344789516,-0.28041438954287623,-0.17134002099405815,3.3781217221987316,3.3826664875549324
101,L,-0.47583929985950874,-0.3622201659544898,-0.30768298168008074,-0.30768298168008074,-0.2758696241866755,-0.2304219706246679,-0.24860103204947093,-0.0531761217328385,-0.21678767455606568,-0.17134002099405815,-0.21224290919986488,-0.13952666350065282,-0.3304068084610845,-0.6076374951893306,-0.2304219706246679,-0.2031533784874634,-0.2304219706246679,-0.2031533784874634,-0.21678767455606568,-0.06226565244523998,-0.18497431706266038,-0.21224290919986488,3.055443381908478,3.2781368843623153
102,M,-0.3622201659544898,-0.5349212494901185,-0.5894584337645276,-0.21678767455606568,-0.8212414669307662,-0.19860861313126266,-0.24860103204947093,-0.20769814384366414,-0.14407142885685356,-0.1758847863502589,-0.11680283671964899,-0.08953424458244455,-0.13498189814445208,-0.0349970603080354,-0.11225807136344826,-0.12134760207584973,-0.09862377529484603,-0.29404868561147846,-0.12589236743205062,-0.7803385787249594,-0.28495915489907697,-0.10771330600724752,3.2963159457871183,3.5144646828847543
103,N,-0.47583929985950874,-0.7712490480125579,-0.6848985062447435,-0.3803992273792929,-0.30313821632388,-0.4531154730785049,-0.5031078919967132,-0.24405626669327019,0.11952496180279029,-0.14407142885685356,-0.15316095956925505,-0.2031533784874634,-0.22133243991226642,-0.09862377529484603,-0.13043713278825136,-0.26678009347427395,-0.5167421880653155,-0.2349667359808687,-0.23951150133706944,-0.08498947922624367,-0.2304219706246679,-0.15316095956925505,3.400845548979736,3.5553675710905615
104,O,-0.4394811770099027,-0.6439956180389367,-0.3985782888040959,-0.21224290919986488,-0.24405626669327019,-0.2758696241866755,-0.3304068084610845,-0.41221258487269813,-0.2304219706246679,-0.30768298168008074,-0.2895039202552777,-0.22133243991226642,-0.30313821632388,-0.13952666350065282,-0.1577057249254558,-0.2713248588304747,-0.17134002099405815,-0.38948875809169436,-0.23951150133706944,-0.26678009347427395,-0.2622353281180732,-0.2758696241866755,3.1781520465258986,4.26889573201408
105,P,-0.6121822605455314,-0.5985479644769292,-0.49401836128431176,-0.4985631266405125,-0.41221258487269813,-0.5212869534215163,-0.40312305416029665,-0.4076678195164974,-0.41221258487269813,-0.3304068084610845,-0.4576602384347057,-0.3713096966668913,-0.3713096966668913,-0.42130211558509967,-0.30768298168008074,-0.3803992273792929,-0.4531154730785049,-0.3713096966668913,-0.44402594236610343,-0.37585446202309214,-0.41221258487269813,-0.4394811770099027,3.6598971742831785,3.6644419396393793
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
109,5,1,H2060218,14.01,17.82,17.72,40.6,40.7,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:39,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
111,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,5,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,
115,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,A,-0.12768959681719813,-0.12482352216336345,-0.11909137285569404,-0.11335922354802463,-0.11163957875572382,-0.10877350410188912,-0.11163957875572382,-0.10705385930958829,-0.10991993396342299,-0.10189492493268583,-0.0944431308327156,-0.1041877846557536,-0.10705385930958829,-0.10533421451728747,-0.06406273950206776,-0.10476099958652052,-0.10820028917112218,-0.10476099958652052,-0.11393243847879159,-0.11450565340955851,-0.10189492493268583,-0.11450565340955851,0.3045144609810749,0.31540554466564674
118,B,-0.11622529820185934,-0.12310387737106263,-0.11622529820185934,-0.10991993396342299,-0.10934671903265607,-0.10533421451728747,-0.11049314889418994,-0.09902885027885114,-0.10820028917112218,-0.10648064437882135,-0.1030413547942197,-0.10476099958652052,-0.1030413547942197,-0.0560377304713306,19.404035954135527,-0.0560377304713306,-0.11049314889418994,-0.10246813986345277,-0.11794494299416015,-0.11221279368649076,-0.10648064437882135,-0.10246813986345277,0.31253947001181204,0.29706266688110466
119,C,-0.10877350410188912,-0.10648064437882135,-0.11450565340955851,-0.10762707424035524,-0.09100384124811396,-0.10705385930958829,-0.09902885027885114,-0.09329670097118173,-0.08699133673274538,-0.09730920548655031,-0.08183240235584292,-0.09902885027885114,-0.07495382318663964,-0.10189492493268583,-0.058903805125165305,-0.0772466829097074,-0.10361456972498666,-0.09043062631734704,-0.0915770561788809,-0.100175280140385,-0.08928419645581313,-0.0944431308327156,0.3217109089040831,0.3005019564657063
120,D,-0.10934671903265607,-0.11565208327109239,-0.09960206520961808,-0.1030413547942197,-0.09902885027885114,-0.08469847700967761,-0.09386991590194865,-0.08699133673274538,-0.09673599055578336,-0.09960206520961808,-0.08985741138658009,-0.08813776659427927,-0.09558956069424948,-0.09788242041731725,-0.08871098152504621,-0.08584490687121152,-0.10590742944805442,-0.09960206520961808,-0.08641812180197844,-0.13915389543253695,-0.12596995202489733,-0.09616277562501642,0.32515019848868476,0.3056608908426088
121,E,-0.09043062631734704,-0.08813776659427927,-0.10991993396342299,-0.06692881415590246,-0.07094131867127104,-0.08985741138658009,-0.06692881415590246,-0.06291630964053388,-0.05489130060979672,-0.07208774853280493,-0.042280572132924035,-0.05833059019439836,-0.061196664848233065,-0.06291630964053388,-0.08584490687121152,-0.06463595443283471,-0.08183240235584292,-0.06062344991746612,-0.0560377304713306,-0.07380739332510576,-0.058903805125165305,-0.07208774853280493,0.3016483863272402,0.3469323658578285
122,F,-0.09845563534808417,-0.07953954263277517,-0.07667346797894045,-0.07552703811740658,-0.06234309470976695,-0.07208774853280493,-0.08985741138658009,-0.05374487074826284,-0.06578238429436858,-0.08985741138658009,-0.06234309470976695,-0.061769879778999996,-0.0560377304713306,-0.06692881415590246,-0.058903805125165305,-0.10590742944805442,-0.061196664848233065,-0.06406273950206776,-0.058903805125165305,-0.06348952457130083,-0.0703681037405041,-0.06864845894820329,0.35782344954240036,0.34807879571936234
123,G,-0.09616277562501642,-0.09788242041731725,-0.08813776659427927,-0.08183240235584292,-0.06922167387897023,-0.07552703811740658,-0.06635559922513554,-0.05546451554056367,-0.06005023498669919,-0.08641812180197844,-0.08928419645581313,-0.059477020055932237,-0.07839311277124127,-0.07208774853280493,-0.058903805125165305,-0.05259844088672896,-0.0772466829097074,-0.06578238429436858,-0.1185181579249271,-0.0560377304713306,-0.06291630964053388,-0.07896632770200822,0.3096733953579774,0.31655197452718065
124,H,-0.100175280140385,-0.10246813986345277,-0.09100384124811396,-0.1339949610556345,-0.0743806082558727,-0.07495382318663964,-0.06692881415590246,-0.06922167387897023,-0.06807524401743635,-0.07495382318663964,-0.12367709230182956,-0.06979488880973717,-0.05317165581749591,-0.07380739332510576,-0.04743950650982649,-0.06234309470976695,-0.06520916936360166,-0.09845563534808417,-0.07094131867127104,-0.08125918742507597,-0.10533421451728747,-0.08469847700967761,0.3692877481577391,0.32400376862715086
125,I,-0.09100384124811396,-0.11450565340955851,-0.07896632770200822,-0.08584490687121152,-0.09501634576348256,-0.058903805125165305,-0.07552703811740658,-0.07495382318663964,-0.06348952457130083,-0.06692881415590246,-0.06520916936360166,-0.07552703811740658,-0.07208774853280493,-0.0743806082558727,-0.06692881415590246,-0.09329670097118173,-0.06922167387897023,-0.0801127575635421,-0.0944431308327156,-0.07610025304817351,-0.07151453360203798,-0.08469847700967761,0.30795375056567653,0.31368589987334594
126,J,-0.10533421451728747,-0.10189492493268583,-0.09215027110964784,-0.11106636382495687,-0.08469847700967761,-0.07323417839433881,-0.08183240235584292,-0.07380739332510576,-0.0743806082558727,-0.07380739332510576,-0.0743806082558727,-0.07151453360203798,-0.06348952457130083,-0.09215027110964784,-0.08125918742507597,-0.06979488880973717,-0.13170210133256674,-0.08527169194044457,-0.09329670097118173,-0.0801127575635421,-0.09386991590194865,-0.09100384124811396,0.34406629120399373,0.3102466102887443
127,K,-0.08641812180197844,-0.09616277562501642,-0.0915770561788809,-0.08527169194044457,-0.1202378027172279,-0.061196664848233065,-0.08240561728660986,-0.08928419645581313,-0.05775737526363143,-0.06864845894820329,-0.058903805125165305,-0.06578238429436858,-0.05317165581749591,-0.07610025304817351,-0.07667346797894045,-0.06807524401743635,-0.07781989784047434,-0.07266096346357187,-0.08584490687121152,-0.11163957875572382,-0.07208774853280493,-0.07896632770200822,0.36871453322697223,0.3561038047500995
128,L,-0.11507886834032546,-0.09673599055578336,-0.11163957875572382,-0.08756455166351232,-0.08813776659427927,-0.03654842282525462,-0.08240561728660986,-0.06750202908666941,0.1612107282893398,-0.07380739332510576,-0.07151453360203798,-0.07094131867127104,-0.14603247460174024,-0.0801127575635421,-0.06979488880973717,-0.061196664848233065,-0.0743806082558727,-0.06750202908666941,-0.11163957875572382,-0.08125918742507597,-0.07953954263277517,-0.08125918742507597,0.3543841599577987,0.3217109089040831
129,M,-0.09272348604041479,-0.09845563534808417,-0.09788242041731725,-0.08125918742507597,-0.08355204714814374,-0.08125918742507597,-0.13055567147103284,-0.0743806082558727,-0.06463595443283471,-0.0743806082558727,-0.08584490687121152,-0.07610025304817351,-0.07495382318663964,-0.07323417839433881,-0.0703681037405041,-0.046866291579059555,-0.11335922354802463,-0.06463595443283471,-0.07667346797894045,-0.08871098152504621,-0.042853787063690967,-0.08068597249430903,0.38877705580381516,0.3354680672424896
130,N,-0.11335922354802463,-0.10189492493268583,-0.09730920548655031,-0.08871098152504621,-0.08756455166351232,-0.08527169194044457,-0.08469847700967761,-0.07495382318663964,-0.0801127575635421,-0.07208774853280493,-0.07667346797894045,-0.07953954263277517,-0.06463595443283471,-0.08125918742507597,-0.07380739332510576,-0.08068597249430903,-0.08527169194044457,-0.07896632770200822,-0.07953954263277517,-0.08985741138658009,-0.08068597249430903,-0.07094131867127104,0.37616632732694244,0.34807879571936234
131,O,-0.1041877846557536,-0.005021601633072912,-0.10189492493268583,-0.09960206520961808,-0.10189492493268583,-0.07953954263277517,-0.09558956069424948,-0.08240561728660986,-0.08412526207891069,-0.11049314889418994,-0.07380739332510576,-0.08584490687121152,-0.08699133673274538,-0.08355204714814374,-0.12081101764799486,-0.07552703811740658,-0.10820028917112218,-0.09845563534808417,-0.08813776659427927,-0.11393243847879159,-0.07495382318663964,-0.09043062631734704,0.3727270377423408,0.3681413182962053
132,P,-0.12940924160949896,-0.12539673709413038,-0.11163957875572382,-0.1202378027172279,-0.09730920548655031,-0.09558956069424948,-0.10074849507115195,-0.09788242041731725,-0.10762707424035524,-0.09730920548655031,-0.09788242041731725,-0.10074849507115195,-0.09558956069424948,-0.10820028917112218,-0.09960206520961808,-0.1013217100019189,-0.11622529820185934,-0.0944431308327156,-0.11106636382495687,-0.09902885027885114,-0.10877350410188912,-0.10590742944805442,0.4214503068575307,0.36871453322697223
133,,,,,,,,,,,,,,,,,,,,,,,,,
134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
136,6,1,H2060220,14.01,17.7,17.72,40.7,41.2,18.1,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:41,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,
138,Background information,,,,,,,,,,,,,,,,,,,,,,,,
139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
140,6,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,
142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
144,A,-0.6417319687078905,-0.6275358855227096,-0.542359386411623,-0.542359386411623,-0.4477188318437491,-0.5328953309548357,-0.42879072093017434,-0.40039855455981216,-0.48084302594250494,-0.4145946377449932,-0.4524508595721428,-0.5045031645844734,-0.4524508595721428,-0.49977113685607977,-0.4429868041153554,-0.42879072093017434,-0.4666469427573239,-0.4666469427573239,-0.5281633032264419,-0.42879072093017434,-0.5328953309548357,-0.5518234418684104,2.6280991916121517,2.90728882758738
145,B,-0.49503910912768606,-0.48084302594250494,-0.5896796636955599,-0.4477188318437491,-0.542359386411623,-0.09754877994261583,-0.5281633032264419,-0.3814704436462374,-0.36727436046105627,-0.4145946377449932,-0.34834624954748156,-0.4477188318437491,-0.36727436046105627,-0.2726338058931825,-0.45718288730053647,-0.3152220554487257,-0.45718288730053647,-0.9303856601399059,-0.7174444123621896,-0.5376273586832293,-0.36727436046105627,-0.4713789704857176,2.859968550303443,2.793720162105931
146,C,-0.5470914141400167,-0.49030708139929235,-0.48084302594250494,-0.4619149150289302,-0.5660195250535914,-0.32468611090551314,-0.5802156082387726,-0.24897366725121392,-0.35307827727587526,-0.433522748658568,-0.32468611090551314,-0.5660195250535914,-0.4619149150289302,-0.4619149150289302,-0.28209786134996984,-0.28209786134996984,-0.3436142218190879,-0.3814704436462374,-0.3625423327326626,-0.31995408317711943,-0.48084302594250494,-0.39093449910302475,2.5429226925010653,3.058713714895978
147,D,-0.39566652683141845,-0.5896796636955599,-0.4145946377449932,-0.36727436046105627,-0.13067297404137163,-0.2773658336215762,-0.3341501663623005,-0.3057579999919383,-0.2726338058931825,-0.3436142218190879,-0.2726338058931825,-0.3341501663623005,-0.28209786134996984,-0.19692136223888335,-0.3436142218190879,-0.40986261001659957,-0.29156191680675725,-0.30102597226354466,-0.20638541769567073,-0.34834624954748156,-0.28209786134996984,-0.40039855455981216,2.7558639402787817,2.973537215784891
148,E,-0.24897366725121392,-0.310490027720332,-0.15906514041173378,-0.19218933451048972,-0.026568364016710335,-0.08335269675743467,0.049144079637588635,-0.03603241947349772,0.011287857810439077,-0.15433311268334016,-0.1354050017697654,-0.2347775840660329,-0.5660195250535914,-0.012372280831529324,-0.433522748658568,-0.2300455563376393,-0.18272527905370234,0.290477493785667,-0.026568364016710335,-0.433522748658568,0.06807219055116341,-0.10228080767100946,3.5887008204760713,3.1722823803774265
149,F,-0.28682988907836354,-0.42405869320178063,-0.2205815008808519,-0.19692136223888335,-0.42405869320178063,-0.10701283539940322,-0.23950961179442667,-0.0313003917451041,-0.017104308559923093,-0.125940946312978,0.030215968724013855,-0.09754877994261583,-0.04076444720189149,-0.017104308559923093,-0.059692558115466275,-0.007640253103135703,-0.10701283539940322,0.025483940995620236,-0.22531352860924553,-0.06442458584385989,-0.07388864130064729,-0.11174486312779684,3.1438902140070644,2.9877332989700722
150,G,-0.3341501663623005,-0.6275358855227096,-0.1496010849549464,-0.1685291958685212,-0.1354050017697654,-0.2205815008808519,-0.15433311268334016,-0.0313003917451041,-0.17799325132530858,-0.07388864130064729,-0.054960530387072506,-0.433522748658568,-0.07388864130064729,-0.10701283539940322,0.06334016282276979,-0.0313003917451041,-0.08335269675743467,0.0018238023536516874,-0.16379716814012757,-0.11174486312779684,-0.3388821940906942,-0.2584377227080013,2.9640731603281036,3.257458879488513
151,H,-0.3625423327326626,-0.433522748658568,-0.2773658336215762,-0.20638541769567073,0.12958855102028152,-0.20638541769567073,-0.15906514041173378,-0.1354050017697654,-0.16379716814012757,-0.18272527905370234,-0.2584377227080013,-0.24897366725121392,-0.15906514041173378,-0.10701283539940322,-0.2442416395228203,-0.11174486312779684,-0.1354050017697654,-0.1685291958685212,-0.17326122359691495,-0.2584377227080013,-0.22531352860924553,-0.2537056949796077,2.99719735442686,2.930948966229348
152,I,-0.45718288730053647,-0.37200638818945,-0.603875746880741,-0.5470914141400167,-0.21584947315245812,-0.14486905722655277,-0.14486905722655277,-0.31995408317711943,-0.2726338058931825,-0.3814704436462374,-0.7316404955473707,-0.140137029498159,-0.07388864130064729,-0.433522748658568,-0.07862066902904105,-0.1685291958685212,-0.21111744542406452,-0.8925294383127562,-0.3152220554487257,-0.140137029498159,-0.28682988907836354,-0.30102597226354466,3.371027544969962,3.2148706299329697
153,J,-0.40513058228820586,-0.5376273586832293,-0.29629394453515095,-0.2584377227080013,-0.3767384159178437,-0.19692136223888335,-0.5281633032264419,-0.23950961179442667,-0.14486905722655277,-0.41932666547338693,-0.15433311268334016,-0.21111744542406452,-0.1354050017697654,-0.08808472448582844,-0.6890522459918275,-0.16379716814012757,-0.31995408317711943,-0.28209786134996984,-0.22531352860924553,-0.35307827727587526,-0.17799325132530858,-0.29156191680675725,3.6076289313896464,3.210138602204576
154,K,-0.3388821940906942,-0.6511960241646779,-0.2300455563376393,-0.2442416395228203,-0.3814704436462374,-0.40986261001659957,-0.1496010849549464,-0.125940946312978,-0.15906514041173378,-0.021836336288316716,-0.050228502658678884,-0.2773658336215762,-0.19692136223888335,-0.08335269675743467,-0.14486905722655277,-0.49030708139929235,-0.15906514041173378,-0.2773658336215762,-0.37200638818945,-0.5234312754980482,-0.21111744542406452,-0.1354050017697654,3.7543217909698505,3.4041517390687175
155,L,-0.36727436046105627,-0.5944116914239536,-0.40986261001659957,-0.29156191680675725,-0.3057579999919383,-0.15433311268334016,-0.2300455563376393,-0.2016533899672771,-0.2205815008808519,-0.3341501663623005,-0.11174486312779684,-0.15906514041173378,-0.5802156082387726,-0.29156191680675725,-0.17326122359691495,-0.140137029498159,-0.2442416395228203,-0.2205815008808519,-0.26316975043639507,-0.4619149150289302,-0.17799325132530858,-0.3341501663623005,3.5934328482044653,3.489328238179804
156,M,-0.40039855455981216,-0.2773658336215762,-0.17326122359691495,-0.2726338058931825,-0.24897366725121392,-0.1685291958685212,-0.125940946312978,-0.0313003917451041,-0.054960530387072506,-0.21584947315245812,-0.34834624954748156,-0.08808472448582844,-0.35307827727587526,-0.10701283539940322,-0.14486905722655277,-0.07862066902904105,-0.18272527905370234,-0.10701283539940322,-0.17799325132530858,-0.2347775840660329,-0.10228080767100946,-0.22531352860924553,3.8158381514389688,3.318975239957631
157,N,-0.40513058228820586,-0.7789607728313076,-0.34834624954748156,-0.3767384159178437,-0.3057579999919383,-0.24897366725121392,-0.3341501663623005,-0.28209786134996984,-0.31995408317711943,-0.21111744542406452,-0.15906514041173378,-0.2300455563376393,-0.2773658336215762,-0.20638541769567073,-0.35307827727587526,-0.18745730678209596,-0.3814704436462374,-0.45718288730053647,-0.29156191680675725,-0.28209786134996984,-0.11174486312779684,-0.2679017781647887,3.4183478222538985,3.186478463562607
158,O,-0.4477188318437491,-0.7600326619177328,-0.28209786134996984,0.29994154924245436,0.6879678229707373,-0.6985163014486149,-0.24897366725121392,-0.10701283539940322,-0.7174444123621896,-0.2726338058931825,-0.4713789704857176,-0.2679017781647887,-0.2442416395228203,-0.35307827727587526,-0.20638541769567073,-0.14486905722655277,-0.3388821940906942,-0.2584377227080013,-0.3294181386339068,-0.5802156082387726,-0.29156191680675725,-0.2773658336215762,3.536648515463741,3.6880734027723387
159,P,-0.5518234418684104,-0.6748561628066463,-0.4713789704857176,-0.4382547763869617,-0.4477188318437491,-0.4382547763869617,-0.4382547763869617,-0.5186992477696545,-0.4761109982141113,-0.39566652683141845,-0.34834624954748156,-0.4477188318437491,-0.3767384159178437,-0.40039855455981216,-0.3862024713746311,-0.3341501663623005,-0.6180718300659221,-0.3388821940906942,-0.35307827727587526,-0.433522748658568,-0.41932666547338693,-0.3767384159178437,3.1533542694638514,4.307969035191912
160,,,,,,,,,,,,,,,,,,,,,,,,,
161,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
162,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
163,7,1,H2060222,14.01,17.7,17.82,41.2,41.4,18.1,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:42,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
165,Background information,,,,,,,,,,,,,,,,,,,,,,,,
166,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
167,7,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,
169,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
170,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
171,A,-0.6899389593060113,-0.6557768961488181,-0.6948192540427534,-0.6362557172018505,-0.4752059908893671,-0.6801783698325276,-0.5240089382567863,-0.5484104119404959,-0.6167345382548827,-0.5191286435200444,-0.5630512961507216,-0.5191286435200444,-0.5825724750976893,-0.5679315908874636,-0.5435301172037539,-0.5923330645711732,-0.5435301172037539,-0.5776921803609474,-0.6704177803590438,-0.602093654044657,-0.5776921803609474,-0.5093680540465605,2.692105293256136,3.1898953564038117
172,B,-0.6313754224651085,-0.6118542435181408,-0.6996995487794953,-0.5825724750976893,-0.4752059908893671,-0.43128333825868986,-0.4752059908893671,-0.5093680540465605,-0.45080451720565756,-0.4410439277321737,-0.4605651066791414,-0.3971212751014965,-0.42152274878520607,-0.4166424540484642,-0.8656295698287204,-0.5728118856242055,0.012823482784824496,-0.6801783698325276,-0.4703256961526252,-0.5874527698344312,-0.5776921803609474,-0.5142483487833024,2.7701900090440073,2.9556412090401993
