Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
1,1,"=""H2060754""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:37:40 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Jez US LUM 384 (cps),0,132,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,49824,45280,53200,50224,42736,50848,53616,46848,58736,41664,59216,50736,64112,62288,61584,60704,70848,65088,66048,64976,69888,69712,745104,701344,
B,48624,45104,50832,46544,51712,75584,52512,39872,45712,54912,57232,57600,66096,54416,69088,81472,65104,75936,70816,76800,96448,94848,773376,719088,
C,48096,41968,46272,46816,46368,47456,43200,45744,35840,43168,40288,62656,53648,67264,68672,58752,54496,78448,74224,62576,74832,94816,722624,660400,
D,42720,38432,45664,45568,44848,47792,43232,53168,60736,64240,50080,49616,68496,66720,52528,71392,146064,80688,73904,68688,80752,85808,719296,664432,
E,37968,48144,50624,59472,67200,69328,53664,34304,55808,77216,74480,51328,79792,63216,84080,75760,98304,69968,86224,87312,100032,94256,825264,689728,
F,58656,47392,69888,46608,63840,62448,65312,61232,69664,61552,79792,61072,72896,75184,65520,102656,81280,68064,87312,90960,91184,89760,824720,719680,
G,48480,43840,54560,54160,59856,58944,62992,48800,59552,66736,45296,61856,49280,70928,84928,76832,51264,91936,81264,97888,86736,103008,794720,720320,
H,41552,51632,47328,64912,48480,55024,56784,56032,62176,44800,70240,79600,63632,88912,82896,108704,67856,96448,113168,95264,121344,120368,774752,696608,
I,45536,42896,51984,47728,42064,72224,67984,53776,47568,63744,69136,41904,66912,91264,73856,97632,84240,68512,91136,83248,106640,99664,735920,636976,
J,45952,55920,59376,47248,50832,51328,47616,51632,52928,63440,111552,73152,75968,84448,100176,81008,82320,30352,117328,71760,47648,94800,760480,691024,
K,40064,45904,48144,49648,55872,45456,52208,62560,52480,49024,77760,66000,53360,86720,98816,83536,99760,91376,77312,90320,107264,84480,700400,602608,
L,54432,50144,49456,52016,47072,52256,59216,65744,57136,63104,12800,62768,64032,63440,74800,85360,3744,89616,90144,93424,98944,23904,724032,679568,
M,37840,69776,70640,48720,43136,52928,58368,62752,51376,54752,63456,71392,90032,63520,78816,79728,84176,91616,92912,121952,96688,99600,837952,721184,
N,51744,42224,54352,49760,35824,57088,55904,26528,58064,57216,65296,59856,93984,70336,68912,102224,84368,81392,93008,71872,99312,106992,830112,737824,
O,39584,36160,43152,51664,50112,54944,56832,55456,58608,73184,63328,73104,62784,80336,82048,82016,77344,98576,79120,91504,83216,58688,855776,725616,
P,31888,33680,45344,43968,44176,51776,49936,50016,51600,63680,54608,64208,61136,61328,72784,81280,71840,60688,58848,65376,64512,62832,786864,719216,


Basic assay information 
Assay ID: ,,,,398
Assay Started: ,,,,12/22/2022 2:35:03 PM
Assay Finished: ,,,,12/22/2022 2:48:19 PM
Assay Exported: ,,,,12/22/2022 2:48:19 PM
Protocol ID: ,,,,100135
Protocol Name: ,,,,Klein lab BTG
Serial#: ,,,,="1051054"



Protocol information
Protocol:
Protocol name,,,,Klein lab BTG
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,384 Nunc Maxisorp 460372
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.4 mm

Coordinates of corners:
384 Nunc Maxisorp 460372 + Jez US LUM 384 (cps)
11.88 mm x------------------------------------------------------ x 115.3 mm
9.09 mm                                                            9.11 mm

11.83 mm x------------------------------------------------------ x 115.43 mm
76.51 mm                                                           76.32 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
B,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
C,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
D,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
E,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
F,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
G,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
H,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
I,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
J,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
K,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
L,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
M,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
N,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
O,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
P,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH

 ZL - Z_Low
 - - Undefined
 ZH - Z_High

Calculations:
Plate,,,,1
 Formula index,,,,Calc 1
 Formula name,,,,Z'
 Formula,,,,1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,Beginning of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,Jez US LUM 384 (cps)(1)

Labels:
Jez US LUM 384 (cps),,,,7000006
Measurement height,,,,0 mm
Measurement time,,,,0.25 s
CT,,,,0
Aperture,,,,384 Plate US Luminescence aperture
Last edited,,,,4/16/2022 8:29:10 PM
Last edited by,,,,EnVision
Factory preset,,,,No

Aperture:
384 Plate US Luminescence aperture,,,,9
Height,,,,4.2 mm
Diameter,,,,3.7 mm
Description,,,,Can also be used in 96 plate
Last edited,,,,3/9/2022 5:22:33 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1051054
Nickname,,,,EnVision#Alpha_680nm

Normalization:



Assay notifications:
WARNING: Warning while loading plate. Stacker out of plates. Plate 5 Plate Repeat 1 Well P01



Exported with EnVision Workstation version 1.14.3049.1193
